"gene","tau","log_fc_est","sd_est","Z_est","p_cross","ct_prop","expr","q_val","p","cell_type"
"IGFBPL1",0,-3.72164385929939,0.891734092783745,-4.1734906060185,0.529290709532825,0.904480745826244,0.000105425371983941,0.0002099776243697,2.99968034813857e-05,"IP_1_LGE"
"COPS5",0,-3.95525437740366,1.15623108220724,-3.42081651174184,0.650300707345938,0.668462924513188,9.1193215782478e-05,0.0154522763078248,0.000624334396275749,"IP_3_LGE"
"GPS1",0.00229953062187968,-3.52356696677321,0.625801697300121,-5.63048483565135,0.295927615794201,0.81479106582604,8.71435479221856e-05,1.77906704077368e-06,1.79703741492291e-08,"IP_3_LGE"
"ZNF260",0,-3.44180888937283,0.981850063836052,-3.50543226113956,0.67477868626353,0.699725561752645,9.90238781984477e-05,0.0128945092409808,0.000455866488317504,"IP_3_LGE"
"TPGS2",0,-3.12276270935213,0.551536820867531,-5.66192970478423,0.566506786701689,0.573958153542964,0.000181504569413387,1.77906704077368e-06,1.4968014315083e-08,"IP_3_LGE"
"FAM168B",0,-3.04208700803896,0.786902720345028,-3.86589972227458,0.665619638947752,0.773096164256562,0.000123460835226655,0.00365245354978627,0.000110680410599584,"IP_3_LGE"
"ERLEC1",0.00023384569425959,-2.95375809959909,1.01138273102799,-2.92051466668493,0.45316473438479,0.871244839707203,0.000178113015035125,0.0576598684170599,0.00349453747982181,"IP_3_LGE"
"CDK2AP1",0.543035921718643,-2.91298770348664,1.01846240322329,-2.86018187246524,0.397680918914743,1,0.000130461436767076,0.059880590443091,0.00423398114244077,"IP_3_LGE"
"MARCH5",0,-2.90666820109235,0.926297457376203,-3.13794254528743,0.606828841634118,0.521590175450005,5.93060965650599e-05,0.0306248801718566,0.00170138223176981,"IP_3_LGE"
"MARCKS",0,-2.26625190799357,0.577036024371602,-3.92740108464033,0.922515155301894,1,0.00315869131685471,0.00365245354978627,8.58687178279677e-05,"IP_3_LGE"
"TMSB4X",0,-2.2415225466744,0.413580876216224,-5.41979253775386,0.765292781929165,1,0.0141272447504292,3.93810367475257e-06,5.9668237496251e-08,"IP_3_LGE"
"FOXN2",0,-2.22718379182802,0.570472589234907,-3.90410307849326,0.657310718493098,1,0.000129849417405235,0.00365245354978627,9.45754684942429e-05,"IP_3_LGE"
"MYH10",0.178345852748478,-1.93917974641935,0.577363589749429,-3.35868035471537,0.44526656188097,0.674557711854655,0.000502426065073191,0.017229431546992,0.000783155979408727,"IP_3_LGE"
"H1FX",0,-1.91679808324641,0.66776668304161,-2.87046079405397,0.594758849717206,0.687017936737158,0.000478139070336063,0.059880590443091,0.0040987402135296,"IP_3_LGE"
"GPX4",0,-1.90052569634171,0.602544125328207,-3.15416849397791,0.373859396137263,0.608803343113705,0.000356553957447748,0.0306248801718566,0.00160956127154348,"IP_3_LGE"
"PTMS",0,-1.7951009192725,0.667153204055271,-2.69068769865907,0.813714313251775,0.904672268074265,0.00185678960299389,0.0941224820813896,0.00713049106677194,"IP_3_LGE"
"CENPW",0,2.56286997628919,0.583016566802773,4.39587847450685,0.685231844446041,0.983582895328584,0.000209911996789194,0.0020189593722378,1.10325648756164e-05,"OPC_1_LGE"
"ZNF326",0.000635008292247793,2.25759378697512,0.407201406598627,5.54416991295023,0.176221779616824,0.610289425590888,0.000435211260677379,1.08098805813936e-05,2.95351928453376e-08,"OPC_1_LGE"
"HSF1",0,2.7037098571312,0.756206081377613,3.57536116637113,0.979260133147739,1,0.000100154106537247,0.0758946080799381,0.000349744737695567,"OPC_4_LGE"
"PSAT1",0,2.29719647548239,0.600013190278736,3.82857662581588,0.643951378738519,0.906614661003775,0.000336708219046046,0.0154663805104507,0.000128886504253756,"oRG_0_LGE"
"FADS2",0,2.19448702735805,0.647457773605131,3.38939019163961,0.963483537331199,1,0.00035159416877934,0.021014477310653,0.000700482577021766,"oRG_0_LGE"
"EFNB2",5.56925428653495e-05,2.09422847384813,0.614727437272572,3.40675939753043,0.46430363770154,0.798847278493677,0.000577058795636795,0.021014477310653,0.000657390497663238,"oRG_0_LGE"
"GATM",0,1.53616052854411,0.441109298734785,3.48249409602159,0.445102854672412,0.872988731155107,0.000257597508395503,0.021014477310653,0.000496766174688709,"oRG_0_LGE"
"ALDH9A1",0.00245980529985922,-3.66862159376608,1.08668005441513,-3.37599054925196,0.319868320828249,0.895590295988409,0.000134992041618858,0.0228006381537271,0.000735504456571842,"oRG_1_LGE"
"TYMS",0,3.72688262963308,0.806481239868251,4.62116469100002,0.985661940369607,0.956826591604346,0.000340954786992342,0.000797526638800438,3.81591693205951e-06,"Per_2_LGE"
"SPATS2",0,-2.44031427280398,0.715534562069194,-3.41047714836729,0.53697928144568,0.765486451563254,0.000204885506952211,0.0907890454455858,0.000648493181754184,"PgS_1_LGE"
"NDUFB1",0,-2.58348099418674,0.718905286770805,-3.59363193139291,0.878248233283834,0.591008177842179,0.000229228829148351,0.0278000600158922,0.000326100410743604,"PgS_3_LGE"
"KATNA1",0,-2.11090758102447,0.52268654485184,-4.03857264323272,0.757018542573717,0.722280747953374,7.79537799312907e-05,0.00916905346075112,5.37774396524993e-05,"PgS_3_LGE"
"TMEM106C",0,-1.85465103263509,0.45144885124474,-4.10821963002326,0.438361749327428,0.70533059226212,0.000160809803390209,0.00916905346075112,3.98720848774309e-05,"PgS_3_LGE"
"NNAT",0,-1.47970987329715,0.378327225051215,-3.91119056551333,0.718321222691689,0.590269147552313,0.00216610509807454,0.0104394046108547,9.18422693037071e-05,"PgS_3_LGE"
"PSME1",0,3.06654309360604,0.645640684181773,4.74961254570303,0.932571853006281,0.514165463969339,0.000153889753881295,0.000566582760016233,2.03806748207278e-06,"vRG_3_LGE"
"CNN3",0,2.89939249463283,0.674782115462156,4.29678325520979,0.713344957572337,0.724200184459172,0.000955473178977189,0.00240879338534006,1.73294488153961e-05,"vRG_3_LGE"
"MCM2",0.00221214824021052,2.05350100284316,0.599183530965768,3.42716529530329,0.577450952328008,0.732827059708322,0.000211275622369597,0.0565190384452376,0.000609917681063715,"vRG_3_LGE"
"CHD8",0,4.77148919457997,1.36324881418357,3.50008681095942,0.823228229550648,0.687639944352334,0.000232789331750526,0.0274412931903476,0.000465106664243179,"End_1_MGE"
"APH1A",0,4.33725469181323,1.11707386331959,3.88269284085143,0.878040711655988,1,0.000106214737577604,0.0121901115519265,0.000103306030101072,"End_1_MGE"
"MT-ND4",0,3.69836627537975,1.20699020280175,3.06412286263371,0.951780986253638,0.547701665566586,0.00191061009363824,0.0858682985199342,0.00218309233525256,"End_1_MGE"
"LAMP1",0,4.85719603375299,1.39298663645912,3.48689348958844,0.874903387894183,0.532543102452936,7.70446622149923e-05,0.0285869569363737,0.000488665930536303,"End_2_MGE"
"NPC2",0,4.43553025177154,1.33915951498289,3.31217469027819,0.570896600824932,0.606164654507249,6.70174384965882e-05,0.0341576046620322,0.000925737202924957,"End_2_MGE"
"PSME4",0,2.25106753040121,0.693354096128533,3.24663479017496,0.414606589766772,0.995822202744444,0.00014544106818663,0.0341576046620322,0.00116778135596691,"End_2_MGE"
"SNCA",0,1.83203650755406,0.460279992794535,3.98026535203293,0.668822386799151,0.874087806135186,0.000275965701541225,0.00805409099550374,6.8838384576955e-05,"End_2_MGE"
"KIDINS220",0,3.73209892331422,1.51544995334165,2.46270021328302,0.944670036238473,0.950774869057681,0.00130419719525687,0.0137895159638194,0.0137895159638194,"ExDp1_0_MGE"
"TP53BP1",0,3.44640925983387,1.01417957821656,3.39822387855059,0.396885467422035,0.611695867095699,0.000157840804964171,0.00474774239692972,0.000678248913847103,"ExM_0_MGE"
"SYT5",0,2.23846136932844,0.942128237465839,2.37596250734349,0.875586143289375,0.565372004547839,0.000117135928190296,0.0700129648182007,0.0175032412045502,"ExM-U_1_MGE"
"SACS",0,0.983404116331749,0.245319976876263,4.00865893130166,0.770127168668188,0.837410523793851,0.000333814316538132,0.0258302986534217,6.1064535823692e-05,"InMGE_0_MGE"
"RBM23",0,4.71599498330484,0.989106718117159,4.76793342611412,0.803263786352462,0.603394992807115,0.000175892000435985,0.000393654930820209,1.86125262799153e-06,"OPC_1_MGE"
"TCEAL2",0,4.30344760564715,1.31448845842328,3.27385727738462,0.950192520067574,0.541246046450862,0.000522185275406682,0.0747935773816373,0.00106090180683173,"OPC_1_MGE"
"COPB2",0,4.17722430662211,0.984818349718903,4.24161908418381,0.865615534754975,0.532046487602273,0.000103471159516926,0.00189376842377489,2.21913092469863e-05,"OPC_1_MGE"
"AKR1B1",0,4.10955059962517,0.830938862326215,4.9456714397982,0.870882109531502,0.762782123526488,0.000100169017531404,0.000320980240394686,7.58818535212025e-07,"OPC_1_MGE"
"MAPK1",0,3.76734392813753,0.888593897495553,4.23966891822638,0.311698948789166,0.61419952094541,7.59775232449611e-05,0.00189376842377489,2.23849695481666e-05,"OPC_1_MGE"
"HMGXB4",0.000771289748284721,3.65172171230133,0.797915606735683,4.57657637157985,0.213889473367743,1,0.000192001377499378,0.000666432565535891,4.72647209599923e-06,"OPC_1_MGE"
"NDUFS5",0,-5.72460902063476,1.64827323949259,-3.47309468082915,0.498342927073777,0.745172625623597,0.000419845187396821,0.0529928635250159,0.000514493820631222,"OPC_2_MGE"
"BCAN",0,2.25837638256968,0.637923219031837,3.54020094455438,0.856598584253012,1,0.00203403362390052,0.0319857985121332,0.000399822481401665,"OPC_3_MGE"
"FUS",0,2.63808824946071,0.76199784661871,3.46206785382264,0.949903911579584,0.732276762508811,0.000857635853073468,0.0528001362518568,0.000536041992404638,"OPC_4_MGE"
"SPON1",0,-2.56558811610732,0.307781380590448,-8.33574828725992,0.483219551562518,0.834182083273906,3.62215407413767e-05,1.51708899631946e-14,7.70095937218002e-17,"OPC_4_MGE"
"EPN2",0,2.50743303782129,0.798453771684618,3.14036094103604,0.84028099217001,0.628475283354071,0.00102317843551911,0.0782684518920006,0.00168739795434684,"OPC_4_MGE"
"DNAJC5",0,2.47696329547135,0.815404056918833,3.0377127443185,0.497232013290233,0.625767116663858,2.94464482966721e-05,0.0782684518920006,0.00238381071752286,"OPC_4_MGE"
"CTNNAL1",0,1.98209440642517,0.651678332690792,3.04152264544544,0.563435418196532,0.578199176820969,0.000110894281746181,0.0782684518920006,0.00235384858659621,"OPC_4_MGE"
"UBE2L3",0,1.6762150878851,0.537857325435681,3.11646789699724,0.589646228965308,0.830966800874006,0.000222472442903714,0.0782684518920006,0.00183031607835577,"OPC_4_MGE"
"ZYX",0,3.00468312761616,0.769167438326206,3.90640968129733,0.608083167188246,0.917838544898319,0.000151778863601608,0.0147073887189643,9.36776351526388e-05,"Per_2_MGE"
"KIFC1",0,2.47854282081204,0.445509931818534,5.56338398718708,0.844267384914581,0.780017971427043,0.000259253095733271,6.13855270447388e-06,2.64592788985943e-08,"PgG2M_0_MGE"
"ANP32A",0.173069606347975,-3.38484236911214,1.019036923106,-3.32160915111418,0.355095943360277,1,0.000802446031683034,0.0980024653252123,0.000894999683335272,"PgG2M_2_MGE"
"HMGB3",0,-2.3199192434711,0.609616577616015,-3.80553831482642,0.869996138756269,0.805480065356535,0.00097904811727491,0.0309876474724162,0.000141496107179983,"PgG2M_2_MGE"
"LHX2",0,1.26542738356207,0.27799624545956,4.5519585398363,0.475211659248751,0.893217935890495,0.000331199384768822,0.00211532267675006,5.31488109736197e-06,"vRG_3_MGE"
"USP34",0,4.29541391324656,1.27152120683399,3.3781693063082,0.913399234858382,0.644616877601295,0.000294007217897885,0.0591058127665605,0.000729701392179759,"End_2_VZ"
"PSEN1",0,3.88767228297438,0.699198326260252,5.56018533935581,0.731751403732205,0.736400896965618,7.32400552620222e-05,4.36571063772151e-06,2.69488310970464e-08,"End_2_VZ"
"KDM3A",0,-2.17268186484673,0.636377337671779,-3.4141408504514,0.490800902845911,0.702230692482182,8.94730649313756e-05,0.0899933757048623,0.000639834888147287,"IP_0_VZ"
"HES6",0,-1.71047908791906,0.518841753323217,-3.29672598044264,0.795199994025786,1,0.00133204700432066,0.0899933757048623,0.000978188866357199,"IP_0_VZ"
"SOX4",0,-1.23272846506596,0.416728108430682,-2.9581121122551,0.676986152898617,0.696313362967159,0.00532357666397152,0.0650012002715159,0.00309529525102457,"IP_2_VZ"
"PHC1",0,3.39453248695303,1.06189569983085,3.19667222260503,0.973796810298322,0.594105771031961,4.87502013539465e-05,0.0743772013110475,0.00139022806188874,"Per_1_VZ"
"GHITM",0,-3.05271843353566,1.05242599199648,-2.9006490306692,0.744448941991687,0.594774989197726,0.000121388592747475,0.0996145153571166,0.00372390711615389,"Per_1_VZ"
"PTEN",0,2.88490242778322,0.815973039387363,3.53553645589715,0.749746447102344,0.691652012979748,0.000282119344112279,0.0435434456090949,0.000406948089804625,"Per_1_VZ"
"MPV17",0,2.76617467042938,0.902811422144481,3.06395621785421,0.399431314729058,0.638135088369786,8.69378643633786e-05,0.0779070119177109,0.00218430874535638,"Per_1_VZ"
"UBA5",0,-3.07929356971538,0.818717228745658,-3.76111978788221,0.553105869367388,0.509935014190541,7.71100037811059e-05,0.0224975343224687,0.00016915439340202,"PgS_3_VZ"
"HIST1H1D",0,-1.8946698678305,0.584161881804734,-3.2433986654128,0.89341859722897,1,0.00310175712808303,0.0543318959113244,0.00118112817198531,"PgS_4_VZ"
"HIST1H1C",0,-1.69351840263067,0.592162199289699,-2.85988940979693,0.874385845274906,0.923687009542218,0.000343358971105769,0.0746450574901944,0.00423788764999998,"PgS_4_VZ"
"HIST1H1B",0,-1.58470261365347,0.562823276697014,-2.81563090807733,0.603016887786635,1,0.000407771157095405,0.0746450574901944,0.00486815592327355,"PgS_4_VZ"
"MALT1",0,3.37486117145392,0.922340138806263,3.65902016995794,0.865902947762225,1,0.000208968783160689,0.0372176680207264,0.000253181415106982,"End_1_iSVZ"
"PI4KB",0,4.57337003885741,1.39223588797855,3.28491032184043,0.750786012262476,1,6.79350381244849e-05,0.038765637661341,0.00102014835950897,"End_2_iSVZ"
"GSR",0,4.29040447267344,0.813636298168212,5.27312323987104,0.858838537463915,0.616167875009453,3.00738103727484e-05,1.52898433145486e-05,1.3412143258376e-07,"End_2_iSVZ"
"EPC2",0.368621809710741,3.8241812466302,0.774182241884939,4.93963958320625,0.276208686381736,0.84674447734106,0.000167606363122369,4.46122473667356e-05,7.82671006433958e-07,"End_2_iSVZ"
"AP2M1",0.16820127431808,-3.59304839249635,1.06508387662764,-3.37348867196541,0.311511032661816,0.528450188382515,0.000163900327060244,0.00593776803382118,0.000742221004227647,"ExDp2_0_iSVZ"
"SATB2",0.000749030579108878,1.63646306252618,0.346126103635679,4.72793887931857,0.116278455974034,0.962150826652257,0.00120016592200709,5.67026081128714e-05,2.26810432451485e-06,"ExM_4_iSVZ"
"UBA52",0,-1.9855872916983,0.640885922013275,-3.09819146200121,0.986621857240462,0.687866023307044,0.000662255320709248,0.0584116781609687,0.00194705593869896,"ExN_4_iSVZ"
"SERINC1",0.000211478920464631,-3.62910947157144,1.09713090738337,-3.30781809823113,0.467915272090353,0.85898796510313,0.000621811765161029,0.0695791370704981,0.000940258609060784,"InMGE_7_iSVZ"
"MSRB2",0.231014935263232,-2.48181035479194,0.747601012245951,-3.31969902948106,0.302553335951983,0.74204330472871,6.86377022886866e-05,0.0695791370704981,0.000901145432064374,"InMGE_7_iSVZ"
"MT-CYB",0.00192526985331496,-3.12007232431565,0.849390911235195,-3.67330552169249,0.349115020422007,0.66271615292363,0.00169727479786748,0.078055131978651,0.000239432920179911,"OPC_5_iSVZ"
"MCM2",0.00175131770823119,-1.76346741960187,0.456601107209672,-3.862161943449,0.411055669545197,1,0.000288302157474492,0.00359641675225166,0.000112388023507864,"PgS_3_iSVZ"
"UHRF1",0,-1.26980817836716,0.442517753072148,-2.86950787748426,0.463352132271501,1,0.000151333407464226,0.0657777747073202,0.00411111091920751,"PgS_3_iSVZ"
"FN1",0.00229048140851493,-1.73809861797035,0.474402727846954,-3.66376185452937,0.347376534846942,0.760805884353263,0.0011515084263721,0.00869882580151438,0.000248537880043268,"End_0_oSVZ"
"SLC25A36",0,3.74734725415534,1.00894913657486,3.71410918381543,0.523655709150427,0.519882126214121,0.000161912910506941,0.029772428581483,0.000203920743708787,"End_2_oSVZ"
"DDX46",0,2.73179401108368,0.678511932798431,4.02615470566121,0.534538698779188,0.633025552092424,0.00027593938308652,0.0100919581966052,5.66963943629505e-05,"End_3_oSVZ"
"GRK3",0,3.42927638311579,0.968367844130001,3.54129518436945,0.964670926128784,1,0.000161009201549413,0.00955602849144362,0.000398167853810151,"ExDp2_1_oSVZ"
"ADRA2A",0,3.34281811962033,0.89142524304151,3.74997022545015,0.85107758555124,0.686233486781023,9.16445579475402e-05,0.00848906727980549,0.000176855568329281,"ExDp2_1_oSVZ"
"CNRIP1",0,2.91095006779585,1.09163917816295,2.66658629153865,0.765613919050002,0.793823066150061,0.000191950574756906,0.091951118870187,0.00766259323918225,"ExDp2_1_oSVZ"
"RAB1A",0,2.7249562596335,1.0123446904392,2.69172771425441,0.420559416468292,0.637353278491111,0.000246865130186064,0.091951118870187,0.00710829532504015,"ExDp2_1_oSVZ"
"TOMM7",0,4.08272743001391,1.24351938740762,3.2832036809054,0.785358623291015,0.500903228068371,0.000195380917280253,0.0780022057324501,0.00102634481226908,"ExM_0_oSVZ"
"CDH4",0,3.12549030114793,0.429794268218049,7.27206138440698,0.318772926182622,0.892026045566029,0.000147013089573884,8.07217204744638e-11,3.54042633659929e-13,"ExM_0_oSVZ"
"SATB2",0,1.35299574902063,0.352441827730809,3.83891934090762,0.691157603345029,0.941026868523081,0.00117381635811101,0.0140877797409521,0.00012357701527151,"ExM_0_oSVZ"
"AKAP11",0,5.25548332891651,1.63717694397157,3.21008877401328,0.40389833174528,0.787894557344667,0.000198051522474267,0.0391447253531553,0.00132693984247984,"ExM-U_1_oSVZ"
"SNAP91",0,4.65241647370686,1.22296934468894,3.80419713209591,0.818233394689279,0.657569743927355,9.37762546240564e-05,0.00839362644023327,0.000142264854919208,"ExM-U_1_oSVZ"
"PNMA2",0,2.93836010134943,1.01181783508437,2.90404062812789,0.429213699356846,0.534886260752309,0.000144458706587712,0.072448136084808,0.003683803529736,"ExM-U_1_oSVZ"
"MFSD10",0,-2.87700294719347,0.789241227536283,-3.64527706715778,0.320152896197947,0.671649018634667,4.90800034282123e-05,0.00721180461874155,0.000267103874768206,"ExM-U_2_oSVZ"
"ARRDC3",0,-1.13205565375856,0.287042824594687,-3.94385630561242,0.823266805589328,0.65856997284117,0.000108661314393343,0.0293465072279387,8.01817137375374e-05,"ExN_0_oSVZ"
"NEUROD6",0,-0.558989645654816,0.152827636043626,-3.65764766194019,0.994917857163845,0.713400685196909,0.00199846007565932,0.0465809337641603,0.000254540621662078,"ExN_0_oSVZ"
"NRP1",0.000433499952420306,2.53225170817743,0.68505785123002,3.69640564461933,0.302485352418834,0.519911739378137,0.000177499147468303,0.0487641856760771,0.000218673478368059,"ExN_2_oSVZ"
"FAM131B",0,1.68832773900722,0.452409424205718,3.73185802212535,0.512545224001565,0.546084988958886,3.35885135499809e-05,0.048088374310384,0.000190072625732743,"ExN_4_oSVZ"
"NKAIN4",0,3.21002616671375,0.748287948180722,4.28982743142949,0.713861823236501,0.950426137434182,0.000317045620131409,0.00320073490207633,1.78812005702588e-05,"OPC_2_oSVZ"
"SDC3",0,1.45431685752921,0.302951300407152,4.80049716101128,0.436596227438369,1,0.00020407108957071,0.000368774271011812,1.58272219318374e-06,"OPC_4_oSVZ"
"FZD3",0,3.26393651045533,0.440240489041914,7.41398529144506,0.956286951344945,1,0.000329345771529112,2.45731834609719e-11,1.22559518508588e-13,"oRG_0_oSVZ"
"WDR41",0,2.24684890934493,0.411225854337603,5.46378318786431,0.72209469515035,1,0.000122518748213533,6.23010657097037e-06,4.66092760920477e-08,"oRG_0_oSVZ"
"LIFR",0,2.14685126378286,0.209048377543332,10.269638487569,0.124783875628782,1,0.000354810107367907,3.87229011400999e-22,9.65658382546132e-25,"oRG_0_oSVZ"
"EFNB1",0,2.74200162824927,0.591902726269978,4.63252069394692,0.893942057662881,0.911333844116765,0.000113425501113861,0.000953674164123225,3.6124021368304e-06,"oRG_1_oSVZ"
"ACAT2",0,2.10821674652488,0.476329794569162,4.42596027072324,0.875009818323638,1,0.000535161353824284,0.00301484574333093,9.60141956474818e-06,"oRG_2_oSVZ"
"ZFAND3",0,2.37833183937495,0.492731658380271,4.82682977422864,0.859263716413263,0.62021230853698,5.71155439755029e-05,7.90724503543407e-05,1.38723597112878e-06,"vRG_2_oSVZ"
"NRCAM",0,-0.707534869163219,0.166224126745812,-4.25651127194774,0.939471197090182,0.714766185069648,0.000920948342764759,0.00957227649973499,2.07641572662364e-05,"ExDp1_2_IZ"
"MAPK3",0,-2.42664344090117,0.736472591955181,-3.29495417400252,0.949603576026185,0.5661138018062,3.63446735095341e-05,0.0787501849478663,0.000984377311848329,"ExDp1_3_IZ"
"TRIM13",0,-2.08468250611564,0.651673637395963,-3.19896706953786,0.581201807955868,0.604445391809385,0.000148354550851242,0.0485788135813756,0.00137920921839868,"ExM_0_IZ"
"HMGN1",0,2.07778264296101,0.54487074973409,3.81334957689511,0.757919440303907,0.546943247906514,0.000488973589390785,0.00869188519017277,0.000137095980917552,"ExM_0_IZ"
"MB21D2",0,2.00964586514892,0.522780662417265,3.84414728704118,0.856374947071005,0.835261883118869,7.80367166431796e-05,0.00869188519017277,0.000120972337466221,"ExM_0_IZ"
"SAMD14",0,1.96625507481333,0.295266163622174,6.65926312277817,0.737041398070719,0.530290734375695,4.10756006173046e-05,8.72396235014656e-09,2.75203859626075e-11,"ExM_0_IZ"
"DPY19L1",0.26676810832948,1.57489308299837,0.406036708286533,3.8786963120758,0.183175884879041,0.771131856962485,9.66920529720065e-05,0.00869188519017277,0.000105017759602295,"ExM_0_IZ"
"ZYG11B",0,-1.53595207095569,0.475604090756593,-3.22947615633897,0.493805820180525,0.599955599402438,0.00011166435528518,0.0485788135813756,0.00124017222204241,"ExM_0_IZ"
"EXOC4",0,1.47325695825883,0.422598965525257,3.48618212168997,0.438764085126916,0.586090688580192,9.158128332735e-05,0.0258866062703676,0.000489967311111059,"ExM_0_IZ"
"RAF1",0,1.31317329351126,0.328007199834568,4.00348923491182,0.93211686702658,0.644828785822029,9.5414899517361e-05,0.00869188519017277,6.24150425377433e-05,"ExM_0_IZ"
"ZNF608",0,-1.24043673486609,0.387056278151056,-3.20479683417506,0.548098033441998,0.52236430036705,0.000533650384830322,0.0485788135813756,0.00135157845854021,"ExM_0_IZ"
"GDAP1",0,1.05089426038883,0.34787524062103,3.02089409557508,0.62327886560552,0.575584372185898,0.000119094605066347,0.0798933495229252,0.00252029493763171,"ExM_0_IZ"
"RUSC1",0,2.00263843709912,0.603226028298856,3.31988068012701,0.772114680465473,0.628224405498105,0.000118382390256484,0.0549140421364624,0.000900559298953905,"ExM_3_IZ"
"ACTG1",0,-1.96233171611902,0.522682087027451,-3.75435042604771,0.849003745624031,0.648409486269166,0.00184510718548125,0.0236356557527224,0.000173791586417076,"ExM_3_IZ"
"SYT4",0,1.37075455944303,0.423569616611888,3.23619661487438,0.955302192498994,0.792405096205986,0.000844638862471168,0.0549140421364624,0.00121133916477491,"ExM_3_IZ"
"NCBP2",0,1.83204737586024,0.432653467970301,4.23444514256382,0.635071477114739,0.892051988539673,0.000230025188223089,0.0106997500877457,2.29116704234383e-05,"ExM_4_IZ"
"SATB2",0.000698146077136328,1.58751321251586,0.438229323483857,3.62256272559621,0.454218102776461,0.962150826652257,0.00120016592200709,0.0681116454854343,0.000291698695869098,"ExM_4_IZ"
"AFAP1",0,-2.99578444356484,0.626032872914707,-4.78534686144667,0.556143043201717,0.682043516442585,0.000110310829145764,0.000476231491624581,1.70692290904868e-06,"ExM_6_IZ"
"CHD9",0.143567655761561,-2.75987140390614,0.680953893462073,-4.05294900345534,0.314134451355125,0.639407449035976,0.000536351921308515,0.00705535621884128,5.05760302425898e-05,"ExM_6_IZ"
"ACTG1",0,-2.33270833007388,0.657257991203541,-3.54915172016749,0.764866590138235,0.60570304905043,0.00172358219880657,0.0269565848282769,0.000386474334455583,"ExM_6_IZ"
"COPZ1",0,-2.04613768332081,0.534570482990037,-3.82762937428953,0.658211214769314,0.587686753794666,7.78463759161585e-05,0.0120326544703703,0.000129383381401831,"ExM_6_IZ"
"ABHD16A",0,-2.32761886125192,0.754810582800531,-3.08371254231213,0.369900530010097,0.861198239435552,1.65443239604171e-05,0.0930692409842042,0.00204435022649905,"ExM-U_4_IZ"
