"gene","tau","log_fc_est","sd_est","Z_est","p_cross","ct_prop","expr","q_val","p","cell_type"
"TMEM185A",0,0.730516582012277,0.208215585524874,3.50846253977951,0.348674021750489,1,1.09764539274936e-05,0.0595352741718371,0.000450704701561104,"InMGE_LGE"
"SAMD14",2.64993977658456e-05,0.719064671423999,0.172497176843338,4.16855907199601,0.239342299116521,1,6.04650608384369e-05,0.0143967544414693,3.06531322387565e-05,"InMGE_LGE"
"ACAP3",0.199028875708706,0.693967522920757,0.204013147678311,3.40158235299132,0.0128348581090529,1,3.06626497611529e-05,0.0809131606637682,0.000669969392768367,"InMGE_LGE"
"PHF2",0,0.619270606448709,0.173420058195874,3.57092837409417,0.597404888323656,1,7.11558561106166e-05,0.0578271136576504,0.000355718168774857,"InMGE_LGE"
"NOVA2",0.17960193444707,0.606509190067837,0.17141087306056,3.5383355748591,1.21810049592427e-06,1,4.98188386375427e-05,0.0586908705997799,0.000402657971940766,"InMGE_LGE"
"MAST2",0.12473569448992,0.596394265312134,0.164465310743295,3.62626174855203,0.00216143491076612,1,5.58172768572104e-05,0.0506454277231525,0.00028755388345296,"InMGE_LGE"
"B4GALNT4",0.106253467282108,0.573271880629029,0.156733102743286,3.65763116147835,0.00790273908383036,1,6.77080856353291e-05,0.0506454277231525,0.000254557003761902,"InMGE_LGE"
"DDX39B",0.0448673528050927,-0.559312794194389,0.119145229242387,-4.69437843001277,0.666060575056031,0.98115563398491,0.000107399624042813,0.00376792786938342,2.67418585477887e-06,"InMGE_LGE"
"RTN3",0.0900961515854967,0.548093797942784,0.164539059506746,3.33108624533199,0.190986752141417,0.95857916801023,0.000784570694732054,0.0935484340742559,0.000865077957351341,"InMGE_LGE"
"PCBP1",0,-0.519825309597991,0.137712557459964,-3.77471248218678,0.890025541288441,0.724611236557727,0.000241715821035124,0.0380232596205692,0.00016019231660948,"InMGE_LGE"
"TMEM132A",0.00146810994248613,0.497274891317374,0.132604813353394,3.75005159120526,0.0923307087777038,0.893240546894515,4.8235803320136e-05,0.0393329451912348,0.000176798192248275,"InMGE_LGE"
"SCRT1",0.108816939949073,0.491681673006898,0.139348367812293,3.52843510638898,0.00058381136199047,1,2.30269770793552e-05,0.0588996418380732,0.000418024427523585,"InMGE_LGE"
"NAT14",0,0.48844558161489,0.134602963840213,3.62878771521497,0.514377847821181,0.829243493936624,1.48437169911928e-05,0.0506454277231525,0.000284755272670601,"InMGE_LGE"
"ACTR3",0.00150796245440574,-0.455130869841809,0.125467347820283,-3.62748458263204,0.137175103197873,0.927294591076665,0.000185020812294388,0.0506454277231525,0.000286195858525354,"InMGE_LGE"
"NCAM1",0,0.444879823997035,0.0983484024594152,4.52350839334295,0.642543870661874,1,0.00103558594477253,0.00642746063125031,6.08229063756831e-06,"InMGE_LGE"
"TNRC18",0,0.406898565035632,0.117546682189639,3.46159123725143,0.0275541147463382,0.876702918097278,3.88673064555019e-05,0.0687838025185399,0.0005369920707622,"InMGE_LGE"
"KIAA1191",0,-1.85756876570363,0.51531573687258,-3.60471965590864,0.648260659648488,0.637330908052973,9.6483608734371e-05,0.054076404950255,0.000312490060388645,"oRG_LGE"
"FSTL5",0,1.70655830861033,0.447191590937041,3.81616815520709,0.537185218434821,0.819240098098934,5.69113452250103e-05,0.0293190291453451,0.000135540152073251,"oRG_LGE"
"KLHDC3",0.00115293748690082,1.46766386973703,0.430676556095046,3.40780998864757,0.477251924981395,0.945959124700968,6.50473651969549e-05,0.0985429140909756,0.000654864785926737,"oRG_LGE"
"LSM7",0,-1.29045291347807,0.282951001619006,-4.56069392260243,0.838719184524381,0.710847289844386,0.000198888760784077,0.00252083677076435,5.09848523413767e-06,"oRG_LGE"
"RAB11B",0,-1.28751649076097,0.259814362881167,-4.95552469264313,0.674230107668154,0.609226903750782,7.66233879882753e-05,0.000711859343683552,7.2135360379759e-07,"oRG_LGE"
"LUC7L3",0,-1.18462879273504,0.257058514412281,-4.60840130288422,0.545312179431751,0.603459006086647,0.000932530690550587,0.0023406564780496,4.05776910381324e-06,"oRG_LGE"
"CLTA",0,-1.18060774818064,0.336703152479892,-3.506375688749,0.362682989274793,0.878181181814677,0.000143524222683419,0.0748653139746249,0.000454253566445282,"oRG_LGE"
"RBCK1",0,-1.14534652698353,0.311350094740238,-3.67864518537918,0.633088964388683,0.831152397390192,2.75947657481691e-05,0.0450845628735545,0.000234476201018197,"oRG_LGE"
"HSPA4",0,-1.1341730074933,0.258707468568256,-4.38399793314846,0.569091334189023,0.773400030405689,0.000141541946778366,0.0040327876132621,1.16520878742043e-05,"oRG_LGE"
"RACK1",0,-1.1018388322508,0.24477856743112,-4.50136972290622,0.627847637921374,0.619563866134833,0.000679234423338159,0.00292095176318921,6.75169433848994e-06,"oRG_LGE"
"UBA52",0,-1.07898671347763,0.268409242463458,-4.01993129437233,0.893837912978185,0.624762680964386,0.000377277028859029,0.0154986551878164,5.82151162789984e-05,"oRG_LGE"
"CARHSP1",0,-1.01546663454127,0.205981220877827,-4.92989909572179,0.379247974427578,1,0.000747642307609493,0.000711859343683552,8.22720998189601e-07,"oRG_LGE"
"FUT9",0.000268588949945952,-0.990157663765034,0.242922190150714,-4.07602806129288,0.481937963118376,1,0.000377516711344648,0.0132127980718685,4.58114928813702e-05,"oRG_LGE"
"SLC22A23",0.0876030336792465,-0.968287283859344,0.277834844574834,-3.48511823756699,0.680865309822085,0.777292406652499,2.36051936444702e-05,0.0773879001039317,0.000491919619267986,"oRG_LGE"
"EEF2",0,0.951293329893642,0.191293736404617,4.97294552228047,0.651874006863366,0.705842910170609,0.00039527081568608,0.000711859343683552,6.59431967401381e-07,"oRG_LGE"
"ADGRL2",0.000888156756730796,0.94270952163318,0.21456576216794,4.39356918880341,0.581472758917636,1,4.97079268072654e-05,0.0040327876132621,1.11504679347154e-05,"oRG_LGE"
"SLC22A17",0.148270606227684,-0.91685414868737,0.2529872225963,-3.624112472077,0.638367053832664,0.99469654091623,4.68253595930209e-05,0.0528176679879181,0.000289955415131593,"oRG_LGE"
"ACADVL",0,0.906613045337376,0.220401802336108,4.11345567834699,0.632366635316916,0.935437671907561,5.96272611878024e-05,0.0122638931934171,3.89779905020479e-05,"oRG_LGE"
"ZNF3",0.000803050624326464,-0.890521922801273,0.229551801281892,-3.87939418391975,0.139648278641757,0.513181470714086,3.31146965993891e-05,0.0241616891142566,0.000104716942130555,"oRG_LGE"
"GDI1",0,-0.868254258389555,0.157765707408209,-5.50344097366484,0.584569564799635,0.746343998021468,0.000224088109020477,0.000128904690858703,3.72449265699808e-08,"oRG_LGE"
"KIF1A",0,0.825191300690829,0.170498038465635,4.83988735657598,0.61336750248606,1,0.000248202747870045,0.000899256003465884,1.29912742482792e-06,"oRG_LGE"
"DOK5",0.00104818996496336,0.795936726560965,0.200090811164855,3.97787745437841,0.526389657858508,0.81537111335856,0.000216637886026821,0.0171895978323601,6.95331897292809e-05,"oRG_LGE"
"RGMA",0.0561262206344541,0.719784534184659,0.193852397890563,3.7130545818216,0.756024504071766,1,3.15639418731426e-05,0.0416893131172271,0.000204772702396088,"oRG_LGE"
"PROM1",0.0654457729040156,1.84711619824082,0.424303043736874,4.35329471590188,0.327281565813831,0.975167034934478,1.55057698590398e-05,0.0121735330827221,1.34106671250037e-05,"vRG_LGE"
"VPS13A",0.00294412514442353,1.15346627689278,0.308440256840618,3.73967486834515,0.339283487863952,1,5.8455443069912e-05,0.0743380395646053,0.000184258429105328,"vRG_LGE"
"FAM171B",0.10731399699488,1.09922303378749,0.221702063965714,4.95810915841311,0.395967550973356,0.61108984643992,0.000262398136098928,0.00258463901863694,7.11825672992824e-07,"vRG_LGE"
"CCDC14",0,0.874238786754463,0.24011691645742,3.64088794597482,0.773507784333394,0.515223341466274,0.000198628710654871,0.0896854938581099,0.000271699375499645,"vRG_LGE"
"ANKRD11",0,0.780131969699498,0.192219188541458,4.05855406850414,0.387693452447729,0.734341940899084,0.000194976187740122,0.0345105969146691,4.93775017468764e-05,"vRG_LGE"
"CBX5",0,0.75924025572902,0.188641042486884,4.02478827364309,0.955766187267707,0.621256515772896,0.000447043358155953,0.0345105969146691,5.70265991429399e-05,"vRG_LGE"
"KIF1A",0,0.758018956296594,0.158336410766657,4.78739509520461,0.712701270902752,0.910185226320582,0.000225910474243488,0.0030674688799965,1.68960004406307e-06,"vRG_LGE"
"RACK1",0,0.690259571964445,0.189021283910638,3.65175581121738,0.522069621085763,1,0.00109631058308094,0.0896854938581099,0.000260453481250878,"vRG_LGE"
"NT5DC2",0,0.688471062620756,0.181882607879815,3.7852495664439,0.693384524763295,0.842720730555719,6.24055758636436e-05,0.0696945037631062,0.000153554401020339,"vRG_LGE"
"CDH2",6.30451737702195e-05,0.582400512191761,0.126194931258691,4.61508640943653,0.290575665704741,0.525851108795844,0.000253079408401189,0.00475578453996247,3.92931798950356e-06,"vRG_LGE"
"BASP1",0,0.517661817209967,0.133864907256164,3.86704647110663,0.62890655682409,0.737797018009393,0.000573827486140961,0.057142313613501,0.000110161441832693,"vRG_LGE"
"IMMP1L",0.282606687344505,3.02278458732391,0.849162036616817,3.55972647972713,0.0328865388356092,0.949191240046124,6.82363032287113e-05,0.060217730492842,0.000371241253168073,"InCGE_MGE"
"SYNGR1",0.548994199623268,2.98616531357474,0.896443572087767,3.3311246871012,2.39733353847357e-12,0.594062387474461,1.10052846500692e-05,0.09817278951535,0.000864958497932599,"InCGE_MGE"
"GIT2",0.256310691461427,2.79867574683653,0.792715092029813,3.53049383690966,0.0314024134101688,1,2.17609218814152e-05,0.0619699111879017,0.00041478467883328,"InCGE_MGE"
"SYP",0.227802016611103,2.62742960159334,0.397484000809748,6.61015184571147,0.117024185180502,1,0.000110036866113129,8.27936452262132e-08,3.83926015424128e-11,"InCGE_MGE"
"CHN1",0.0948498949460546,2.6271452204738,0.360453536615247,7.28844345693866,0.286855463719707,1,1.51302950869423e-05,1.35236890653619e-09,3.13556435552096e-13,"InCGE_MGE"
"ZNF697",0.27376462382837,2.61467614485792,0.428283935600168,6.1050063463013,0.00168997720295321,1,1.30036028081917e-05,1.10840430851573e-06,1.0279659712643e-09,"InCGE_MGE"
"MAP3K10",0.23816037970879,2.59127577195573,0.413750708525134,6.26289144299631,0.0942409696839324,1,9.32435497295082e-06,5.43299570010007e-07,3.77903712040348e-10,"InCGE_MGE"
"NDUFV3",0.141317236426858,0.863649181016587,0.171239220314003,5.04352437153653,0.156595490028898,0.862893518801688,8.40782099134243e-05,0.000328531650695802,4.57034524501463e-07,"InCGE_MGE"
"NOL9",0.0700497773096249,-0.767095237440708,0.225675973316038,-3.39910016192314,0.388771222597417,1,5.27318849624336e-05,0.0809980827665199,0.00067607952228025,"InCGE_MGE"
"ZDHHC8",0,-0.746734925203787,0.208909087200843,-3.57444922673892,0.506833122800298,1,6.62458922541574e-06,0.060217730492842,0.000350965907515964,"InCGE_MGE"
"FTL",0.18526173725436,-0.687711241722358,0.175114833394905,-3.92720153050362,0.000303350460627691,1,0.000556466694121929,0.0218034754921302,8.59399683204763e-05,"InCGE_MGE"
"SEC24B",0,-0.62002241730362,0.140311862532906,-4.41888808338076,0.698839626799119,0.864978469722905,2.97001274699148e-05,0.00388993402167651,9.92100028714156e-06,"InCGE_MGE"
"RIMKLA",0,0.614058675523694,0.136814525701034,4.48825643605657,0.762649494862358,1,5.64272292094905e-05,0.00312973925961284,7.18084603472408e-06,"InCGE_MGE"
"LYRM1",0,0.572558230587728,0.136991444252131,4.17951817147021,0.808546569107464,0.772454202109793,2.26735017539533e-05,0.00787465862513259,2.92127377700258e-05,"InCGE_MGE"
"DLL1",0,0.572500093815796,0.155008204725239,3.69335348945293,0.417023428516129,0.780809109399094,2.95963656573188e-05,0.0415015689764451,0.000221316041376823,"InCGE_MGE"
"MSTO1",0.0153540899809612,0.563977462840477,0.132908797636867,4.24334184695112,0.601968295059256,1,1.22160540253152e-05,0.00694657091440627,2.20215586438884e-05,"InCGE_MGE"
"ARAP1",0,0.546978540788938,0.158034176069171,3.46114083924181,0.68289259447621,0.920487948718097,5.36793622428848e-06,0.0703007664924774,0.000537891327208847,"InCGE_MGE"
"RAB8A",0.00252548685537153,0.534555603708335,0.15371416945426,3.47759484767214,0.302866479848464,0.542164500253403,4.29864727101364e-05,0.0681904193654067,0.000505934018013683,"InCGE_MGE"
"INF2",0.0825374859930956,0.524193995981389,0.123688013792809,4.23803390407312,0.00424938461611964,1,2.26896430935192e-05,0.00694657091440627,2.25485724093874e-05,"InCGE_MGE"
"DNAJC21",0.00260535433583123,0.52147814346011,0.151502336558888,3.44204687072542,0.560188624496213,0.501914895418547,2.9473272595791e-05,0.0711435766853168,0.000577330207277089,"InCGE_MGE"
"MORC3",0.0988225964725013,0.52015691235321,0.115950593173778,4.48602200398955,0.0840331456606498,1,9.33944281839944e-05,0.00312973925961284,7.25652506286306e-06,"InCGE_MGE"
"PPP1R12C",0,0.515616880965633,0.143346379586256,3.59699967626577,0.681161836213381,0.593973207923748,1.15337640641598e-05,0.0578497090323153,0.000321908884019376,"InCGE_MGE"
"SCAF4",0,0.492636933730282,0.126644230708774,3.88992795781698,0.836667254586132,0.59505994477596,3.4509944179446e-05,0.0240267612438474,0.000100273986178821,"InCGE_MGE"
"BCL9L",0.0794267868576899,0.49239892413976,0.147381067727588,3.34099170084646,0.165499302849924,1,1.92870826694295e-05,0.0973102770787035,0.00083479718337863,"InCGE_MGE"
"ARID1B",0.0279919644545839,-0.491036747828093,0.109008600076054,-4.50456888250563,0.340286097382934,1,0.000178818952546977,0.00312973925961284,6.65078229253729e-06,"InCGE_MGE"
"GABPA",0,0.482145691448285,0.11476602904982,4.20111853167793,0.912443163414809,0.561945833254804,2.88586232564583e-05,0.00763687035988408,2.65599479244751e-05,"InCGE_MGE"
