"gene","log_fc_est","sd_est","cell_type"
"COPS8",-3.51535018249667,0.895092343622981,"Fibroblast_21"
"OCRL",-3.51305158169243,0.844550719427956,"Fibroblast_21"
"SCYL1",-3.47651594953114,1.25282782685432,"Fibroblast_21"
"MTERF4",-3.46860704036406,0.956304153996279,"Fibroblast_21"
"ANKRD26",-3.43420836411104,0.547309827972321,"Fibroblast_21"
"TOMM70",-3.41246643939121,1.13292860298412,"Fibroblast_21"
"IMMP2L",-3.39615484656291,0.649724937652228,"Fibroblast_21"
"TERF2",-3.38487925260161,1.03591705186657,"Fibroblast_21"
"PIK3R4",-3.38448232870067,0.752414127386101,"Fibroblast_21"
"SUPT6H",-3.381701588501,0.644195200589021,"Fibroblast_21"
"RER1",-3.31341232336864,0.720076340573964,"Fibroblast_21"
"OSBPL8",-3.30869831994333,0.731911510369477,"Fibroblast_21"
"NUDCD3",-3.25964601900076,0.951288018693615,"Fibroblast_21"
"UCKL1",-3.22397139310071,0.862603996458196,"Fibroblast_21"
"MFSD8",-3.22225692310784,0.914486806224248,"Fibroblast_21"
"MTMR2",-3.21986968999337,0.820094079653278,"Fibroblast_21"
"RAB21",-3.21402487049799,1.06839548096656,"Fibroblast_21"
"ERCC6L2",-3.198464026204,0.767629626647094,"Fibroblast_21"
"CPSF7",-3.19579294909429,0.447269802413825,"Fibroblast_21"
"UBA6",-3.19054438301175,0.872196859590813,"Fibroblast_21"
"RTF1",-3.16832764779468,0.7433826236839,"Fibroblast_21"
"CEP89",-3.16081453198455,0.789611885574408,"Fibroblast_21"
"PITRM1",-3.14565772756123,0.908109468895511,"Fibroblast_21"
"SRA1",-3.13592044305264,0.970797917256913,"Fibroblast_21"
"CEP350",-3.1124113745947,0.647395654138303,"Fibroblast_21"
"ANKRD52",-3.06239637101114,0.519178736503299,"Fibroblast_21"
"NUTF2",-3.02294704156975,0.917741757346284,"Fibroblast_21"
"DYNC1H1",-3.02071181518532,0.830456517906137,"Fibroblast_21"
"SLC35E3",-3.01674822747848,1.08801677061361,"Fibroblast_21"
"ZDHHC6",-3.00252948342926,1.12530537963638,"Fibroblast_21"
"CLCC1",-2.99093718306217,0.845456802368897,"Fibroblast_21"
"DDX46",-2.990352800762,0.885491788886823,"Fibroblast_21"
"NBL1",-2.98288515987234,0.46929376527848,"Fibroblast_21"
"FUBP1",-2.95851679389579,0.824145164321614,"Fibroblast_21"
"ATP5IF1",-2.914416872088,0.815274153892715,"Fibroblast_21"
"DNAJC13",-2.89862226547186,0.660396100296295,"Fibroblast_21"
"EXTL2",-2.85631946508059,1.07557434633898,"Fibroblast_21"
"RHEB",-2.85215477673971,0.796805812473992,"Fibroblast_21"
"TM9SF4",-2.82100978961513,0.813714010311287,"Fibroblast_21"
"APMAP",-2.79910480675664,0.766495167779797,"Fibroblast_21"
"MAPK1IP1L",-2.79806171790089,0.858342608270763,"Fibroblast_21"
"ITCH",-2.76795797822623,1.02717221074917,"Fibroblast_21"
"KIRREL1",-2.73474648070984,1.03149937055666,"Fibroblast_21"
"SCAF8",-2.70869744653079,0.894477262840945,"Fibroblast_21"
"ATP5MF",-2.63512437182279,0.988504500383064,"Fibroblast_21"
"RAB11A",-2.60434416707197,0.806655105092252,"Fibroblast_21"
"TPM2",-2.39187305517019,0.301103260465334,"Fibroblast_21"
"DLD",-2.26654791946377,0.717562427481416,"Fibroblast_21"
"STK38",-1.88455959745086,0.675890009796351,"Fibroblast_21"
"TMEM263",-1.84820637830062,0.620307602079195,"Fibroblast_21"
"MT-CO3",-0.772793385411885,0.251797454016639,"Fibroblast_21"
"ACADVL",-0.769951815847962,0.273132995680182,"Fibroblast_21"
"BEX3",-0.767058602298611,0.25394881198477,"Fibroblast_21"
"ADD3",-0.460162785187688,0.0931638108688605,"Fibroblast_21"
"ATP2B2",-1.08107377128822,0.25569989818444,"Glioblast_27"
"CCM2",-1.32619237434855,0.346355899942131,"Glioblast_28"
"LUC7L3",0.832881201941307,0.171509944859311,"Glioblast_28"
"NDUFB2",-0.815014001520034,0.193874690846493,"Glioblast_28"
"SF3B5",-0.702186905753429,0.175454435400092,"Glioblast_28"
"ZFP36L1",-0.417019229772926,0.0778702756818536,"Glioblast_28"
"UBA52",-2.88889623267954,0.728187064685284,"Glioblast_33"
"IFT57",2.36140248023002,0.710725264958425,"Glioblast_36"
"COMMD6",2.32477999869514,0.669225242159989,"Glioblast_36"
"HAT1",2.27098602160405,0.574546040276504,"Glioblast_36"
"COMMD2",2.14326752354902,0.61844370036349,"Glioblast_36"
"FEZ2",1.89433315901664,0.56349884707993,"Glioblast_36"
"MT-ND3",1.6203700059186,0.333408279622521,"Glioblast_36"
"GJA1",-1.72447762217968,0.130221994773094,"Glioblast_38"
"F3",-0.799625447945092,0.158694900522053,"Glioblast_38"
"DCAF5",4.32122847731268,0.995061978824413,"Immune_26"
"ATP6V1D",3.53879033303661,0.630957098818781,"Immune_26"
"SLC25A6",-1.65883958721877,0.28983586684446,"Neuroblast_0"
"CREBBP",-1.01606067467376,0.255200935668438,"Neuroblast_0"
"LTA4H",-1.00010437906574,0.151272856720825,"Neuroblast_0"
"PPP1CC",-0.885966257079087,0.23386911265218,"Neuroblast_0"
"NDUFV2",-0.754751935458647,0.186034460808834,"Neuroblast_0"
"PRDX2",-0.666735624325774,0.160694630682209,"Neuroblast_0"
"CIRBP",-0.490447351419195,0.130615081428529,"Neuroblast_0"
"ADAMTS7",0.709482709052551,0.116930754043754,"Neuroblast_1"
"ATXN7L3B",-1.15115255313701,0.318290663484142,"Neuroblast_12"
"RCOR2",2.43708472015095,0.661503707092661,"Neuroblast_18"
"NFIX",2.25571422097386,0.302337354625217,"Neuroblast_18"
"MT-ND4",-1.13255297074592,0.203686071574204,"Neuroblast_19"
"SS18L2",3.13936608619984,0.782753161123189,"Neuron_1"
"FRMD3",2.30481729750403,0.582730077480022,"Neuron_1"
"NOL10",1.99192984239077,0.370791421932216,"Neuron_1"
"CLIP3",-1.2117328685747,0.385275170581985,"Neuron_1"
"LSS",1.1058981414397,0.157248443129924,"Neuron_1"
"STAU1",-1.02655731068507,0.284206899669713,"Neuron_1"
"PFDN5",-1.0221623706553,0.223223653058661,"Neuron_1"
"SON",0.99486083485373,0.295705757849085,"Neuron_1"
"KPNA5",-0.844000418560279,0.246248231236961,"Neuron_1"
"RNF38",-0.826380991338948,0.254184861587606,"Neuron_1"
"CHCHD2",-0.807677027844485,0.169625298158149,"Neuron_1"
"SNU13",-0.801378203255054,0.229820354675445,"Neuron_1"
"UBQLN1",-0.796016742069491,0.185333138679473,"Neuron_1"
"PJA1",-0.794034922943805,0.200858938582513,"Neuron_1"
"SMDT1",-0.785354168505172,0.104978880235694,"Neuron_1"
"NYAP2",0.737585653976154,0.184361236370769,"Neuron_1"
"MAPK8IP3",0.732808754576202,0.190015807180901,"Neuron_1"
"PPP2R3A",0.716019714128451,0.229675578248847,"Neuron_1"
"NDFIP1",-0.701717676001963,0.216408984549471,"Neuron_1"
"KLHL24",-0.700979292702472,0.222655266963353,"Neuron_1"
"ARHGAP33",0.700166238438621,0.143839405792601,"Neuron_1"
"UBE2G2",0.697501228063697,0.197091073502511,"Neuron_1"
"NDUFS5",-0.695027228328278,0.199528096850635,"Neuron_1"
"LPAR2",0.687367461642487,0.203050321701538,"Neuron_1"
"RUSC2",0.684291417091611,0.209108330804712,"Neuron_1"
"ZNF609",0.683514115771644,0.10506735958675,"Neuron_1"
"ZNF117",0.681123860949587,0.214329942969306,"Neuron_1"
"PREPL",-0.668356348533016,0.200029473376624,"Neuron_1"
"MAPK11",0.664587418921709,0.111926292226275,"Neuron_1"
"GPR153",0.659580113584455,0.106052863384583,"Neuron_1"
"EXOC4",0.636701268210652,0.20100847687135,"Neuron_1"
"B4GALNT4",0.630011828912257,0.127758558375251,"Neuron_1"
"EIF3L",-0.624090807892882,0.1119825740135,"Neuron_1"
"ADAMTS10",0.623948456871739,0.165711349580503,"Neuron_1"
"PSMB4",-0.623409509753234,0.163139908199033,"Neuron_1"
"CYTH2",0.604223101003303,0.133391571103095,"Neuron_1"
"NRXN1",-0.604195108507314,0.180822643882183,"Neuron_1"
"EPHA5",-0.576474101533694,0.177198071308367,"Neuron_1"
"CACNA1B",0.568954795243353,0.107988109698894,"Neuron_1"
"MINK1",0.566743483243872,0.124559953551696,"Neuron_1"
"MAT2A",0.566421300854891,0.132330057285164,"Neuron_1"
"TRIM46",0.552682110013126,0.170554989115617,"Neuron_1"
"GDAP1L1",-0.548422548938557,0.104694317876171,"Neuron_1"
"ARL10",0.547786120398364,0.156156600966188,"Neuron_1"
"COG5",0.538914549406901,0.158325910422458,"Neuron_1"
"INPP4A",0.533112294559103,0.168583157255204,"Neuron_1"
"PDZD4",0.531229679572589,0.0951786335003045,"Neuron_1"
"MICAL1",0.529959940132064,0.116808927412012,"Neuron_1"
"GGT7",0.520908476687638,0.157382641976877,"Neuron_1"
"CCNH",0.50860579710059,0.157379598547648,"Neuron_1"
"SYT1",-0.487935420169199,0.142058961908242,"Neuron_1"
"DIDO1",0.46807563910779,0.113085090780694,"Neuron_1"
"SHANK2",0.45057923863464,0.140155594517258,"Neuron_1"
"SPRED2",-0.448364902614113,0.124682197331501,"Neuron_1"
"KHDRBS1",-0.434881756747252,0.13220169424715,"Neuron_1"
"CLIP1",0.426227172375271,0.0996057629476829,"Neuron_1"
"WDR33",-0.421866824754843,0.128041300498162,"Neuron_1"
"REV1",-0.421065816930576,0.121680855652733,"Neuron_1"
"UCK2",0.401557363369505,0.123556858596546,"Neuron_1"
"SRM",3.77241943848478,0.755940627913364,"Neuron_10"
"PDCL",2.6370368074053,0.829776287321169,"Neuron_10"
"ZBTB14",2.44922619827904,0.6663470286841,"Neuron_10"
"EBP",2.37479514413728,0.740743436479502,"Neuron_10"
"SART1",2.07390533446408,0.648930631014359,"Neuron_10"
"TMSB15A",2.00421195793605,0.5329743946066,"Neuron_10"
"ATXN10",1.84252023103817,0.519153375887878,"Neuron_10"
"DNER",1.80580483476531,0.51145449401942,"Neuron_10"
"HAGH",-2.48281519751199,0.713671801164186,"Neuron_12"
"COX7A2",-2.161038643148,0.465802752285578,"Neuron_12"
"ATP5MG",-2.07541377221174,0.537384324269478,"Neuron_12"
"FAM200B",-1.81932014611183,0.493262667471806,"Neuron_12"
"NDUFB1",-1.48641918276485,0.286886282012354,"Neuron_12"
"EIF3L",-1.46456196753121,0.249554438214985,"Neuron_12"
"TOMM7",-1.40211918020001,0.365397062716025,"Neuron_12"
"UQCRQ",-1.29382525900647,0.212821824106097,"Neuron_12"
"ARL2",-1.28983804212201,0.371857209189301,"Neuron_12"
"TUSC3",-1.07609194246125,0.30309217938066,"Neuron_12"
"EEF1A2",-0.686818715240916,0.0900611760855034,"Neuron_12"
"PYURF",-4.1911661497952,1.18301289546221,"Neuron_13"
"SNAP29",-3.82402792187371,0.61372106782176,"Neuron_13"
"EXOC6",-3.33511595433254,1.15197397142268,"Neuron_13"
"SOBP",-2.41596718157354,0.348956293545,"Neuron_13"
"COPS9",2.32595288934152,0.786698112492934,"Neuron_13"
"TCTEX1D2",-2.06231037516465,0.598862835856564,"Neuron_13"
"GABRB1",1.91728589232106,0.633424601153254,"Neuron_13"
"FASN",-1.91663348650638,0.263106892431737,"Neuron_13"
"KIAA1586",-1.87273523335462,0.451496174958531,"Neuron_13"
"BRSK1",-1.86141020190622,0.642660498804158,"Neuron_13"
"ATP6V1H",-1.79017584093027,0.408977813721468,"Neuron_13"
"ZNF69",-1.7056071985523,0.477290279986297,"Neuron_13"
"LINGO1",-1.66798785321166,0.541733218575447,"Neuron_13"
"CHD8",-1.65991065386342,0.494145000301311,"Neuron_13"
"SBNO1",-1.63453163993596,0.461703214143982,"Neuron_13"
"RAC1",-1.62394440165934,0.44132535075166,"Neuron_13"
"UCK2",-1.59960547018355,0.465990046137921,"Neuron_13"
"BRWD1",-1.5692617671251,0.35701510805937,"Neuron_13"
"SNRPB2",-1.56204219938267,0.298077589796397,"Neuron_13"
"DNAJC6",-1.55215801573861,0.30456376715859,"Neuron_13"
"CAMSAP1",-1.52897191946096,0.493571816922195,"Neuron_13"
"SEMA6C",-1.51485896221049,0.489481909848233,"Neuron_13"
"DHCR24",-1.51400418149125,0.3969096182966,"Neuron_13"
"NME1",-1.48220824599391,0.454068935575329,"Neuron_13"
"NUS1",-1.48128681784013,0.52352494671612,"Neuron_13"
"TMSB15B",-1.46726283070919,0.372964388642876,"Neuron_13"
"ZBTB41",-1.44261464805863,0.468499861445369,"Neuron_13"
"CREB1",-1.42821056109982,0.282490552059746,"Neuron_13"
"FEM1B",-1.42518354337407,0.378799126132546,"Neuron_13"
"NCALD",-1.41719445741729,0.30286291057899,"Neuron_13"
"MAPT",-1.34938754746149,0.183341471430482,"Neuron_13"
"MAPK8IP2",-1.34219278986779,0.442542758838505,"Neuron_13"
"CLVS2",-1.32710350548144,0.419155856105434,"Neuron_13"
"RB1CC1",-1.30468438955667,0.383518281554103,"Neuron_13"
"NMNAT2",-1.30164559473333,0.352928190974489,"Neuron_13"
"CCT8",-1.29668192318037,0.366070010598819,"Neuron_13"
"ZNF33A",-1.29454788844706,0.446878489029851,"Neuron_13"
"ELAVL4",-1.29307557650683,0.398226092977601,"Neuron_13"
"GNAQ",-1.28917738984645,0.413908690462711,"Neuron_13"
"RGS17",-1.27874067906637,0.42821853257527,"Neuron_13"
"DSTN",-1.22783536804576,0.172258356848249,"Neuron_13"
"WDR47",-1.17528405636567,0.298052539838951,"Neuron_13"
"NYAP1",-1.15945090259696,0.328453628241029,"Neuron_13"
"ELOVL6",-1.158403751294,0.276497790962764,"Neuron_13"
"SREBF2",-1.12420209790688,0.331555160701836,"Neuron_13"
"EBAG9",-1.08656765076415,0.30834994379926,"Neuron_13"
"CLASP2",-1.07028190468942,0.37627017994075,"Neuron_13"
"DCTPP1",-1.05792160905145,0.225902845970725,"Neuron_13"
"KCTD13",-1.05455771401923,0.371152164004577,"Neuron_13"
"SPOCK1",-1.04662846775893,0.177502597001052,"Neuron_13"
"APP",-1.02740292553456,0.105105643485875,"Neuron_13"
"CCDC112",-1.02332789424565,0.200847852433881,"Neuron_13"
"ACACA",-1.02073879881364,0.238429647606339,"Neuron_13"
"POGK",-1.01468113899152,0.310013158766564,"Neuron_13"
"TUBA1A",-0.983484556042237,0.114119504853237,"Neuron_13"
"MAPK8",-0.962020547245357,0.292721929379584,"Neuron_13"
"L3MBTL3",0.96090244080805,0.21807358424426,"Neuron_13"
"REEP1",-0.931686854068495,0.313472655140898,"Neuron_13"
"TMSB15A",-0.918008493316558,0.163705980205225,"Neuron_13"
"ACTG1",-0.881368136267888,0.271821929937687,"Neuron_13"
"NUDT3",-0.843009333563669,0.280213751291489,"Neuron_13"
"RAB6A",-0.817882851567073,0.267055811736193,"Neuron_13"
"NPTXR",-0.805948550655625,0.133418853340104,"Neuron_13"
"SAT2",-0.772632299928531,0.210888284644758,"Neuron_13"
"CBLN2",-0.52544096145557,0.0844752762822859,"Neuron_13"
"CXXC4",-0.484450882165055,0.0403845770401224,"Neuron_13"
"LDB2",-0.472075583887547,0.0804103357199366,"Neuron_13"
"SC5D",-1.36614474958252,0.24079438834521,"Neuron_14"
"KDM1A",-1.17610525777141,0.280196667769337,"Neuron_14"
"TUBA1A",-0.831531827643438,0.222155083917538,"Neuron_14"
"TRRAP",4.07434019446499,0.845954019481932,"Neuron_15"
"RHOBTB2",2.30206981082623,0.638269634712274,"Neuron_15"
"UBQLN2",-1.48380692083164,0.383779993437878,"Neuron_15"
"SCN2A",1.35885215143507,0.38918475432538,"Neuron_15"
"CD200",-1.20369498575562,0.25805782036536,"Neuron_16"
"CLASRP",1.21986156980069,0.420688975880781,"Neuron_2"
"ALKBH7",-1.15488525751777,0.200725346871235,"Neuron_2"
"PFDN5",-1.08560758398562,0.337783425951205,"Neuron_2"
"PMM1",-1.07661176846493,0.387623045042083,"Neuron_2"
"JPT1",-1.05088071090547,0.334534863394243,"Neuron_2"
"CALN1",-1.02166364713765,0.241270611843115,"Neuron_2"
"KDM3A",-0.990269090461055,0.204917825037884,"Neuron_2"
"EIF3L",-0.974130694663184,0.283303129711816,"Neuron_2"
"COX4I1",-0.971414508646956,0.132944499603369,"Neuron_2"
"FBL",-0.93237562926562,0.153768128586224,"Neuron_2"
"NDUFS7",-0.926718924360601,0.342660177239189,"Neuron_2"
"UQCRH",-0.924021436469169,0.143740384146351,"Neuron_2"
"NDUFS4",-0.913142394380748,0.157339125140652,"Neuron_2"
"SSR4",-0.889635196468093,0.1186194041881,"Neuron_2"
"PHB2",-0.875637849333973,0.282374219912255,"Neuron_2"
"NDUFV3",0.869255429097938,0.177908811386186,"Neuron_2"
"SF3B5",-0.864456136360086,0.146058854511179,"Neuron_2"
"UBA52",-0.863288760804073,0.172171607957845,"Neuron_2"
"GPD2",-0.843266687071927,0.308907211184924,"Neuron_2"
"COA3",-0.840416128186327,0.147565751035372,"Neuron_2"
"SDHAF4",0.832038631611347,0.274575238487873,"Neuron_2"
"DGCR8",0.830365491841206,0.203217143823925,"Neuron_2"
"NDUFB6",-0.827153760064391,0.213251229130348,"Neuron_2"
"USP16",0.824239404006314,0.242054230456674,"Neuron_2"
"ENTPD6",0.817819717438802,0.206820163745618,"Neuron_2"
"GDI2",-0.81550430649643,0.253324370317892,"Neuron_2"
"SMDT1",-0.812609769074936,0.174428915766081,"Neuron_2"
"CALM3",-0.807832855254487,0.147536083571391,"Neuron_2"
"CLIP3",-0.803951125000871,0.188732678784588,"Neuron_2"
"PCBP1",-0.798410804657463,0.195547349461358,"Neuron_2"
"GARS",-0.793469424923658,0.272486158233733,"Neuron_2"
"RTL8A",-0.792637880235485,0.182631213372177,"Neuron_2"
"GALT",-0.792517709231097,0.277156557727308,"Neuron_2"
"TTC9B",-0.783333987402669,0.282984397130683,"Neuron_2"
"PRDX5",-0.783104273036852,0.280850085563095,"Neuron_2"
"SCN8A",0.78259193535152,0.174741197903912,"Neuron_2"
"ANP32A",-0.780408409012732,0.128121391876585,"Neuron_2"
"PSMC5",-0.775280083885346,0.15863158366674,"Neuron_2"
"UFC1",-0.771393063647222,0.0495382196819766,"Neuron_2"
"ATP5MF",-0.770066705724073,0.176807233662481,"Neuron_2"
"DPY30",-0.764026607360212,0.181237416448966,"Neuron_2"
"ATP5MG",-0.758186966815605,0.185659001052491,"Neuron_2"
"ATXN7L1",0.756248861121414,0.141959773130775,"Neuron_2"
"DMPK",0.755510754382827,0.222662274796333,"Neuron_2"
"DRAP1",-0.744667206080614,0.117114334650604,"Neuron_2"
"ATP5F1C",-0.738922704096259,0.168050570947377,"Neuron_2"
"CDK19",-0.738678493264295,0.110472708350222,"Neuron_2"
"METTL26",-0.737812830163948,0.203288827152435,"Neuron_2"
"COPS9",-0.731900665885746,0.2551717244611,"Neuron_2"
"NFYC",-0.725747568799491,0.260908934683658,"Neuron_2"
"SSR2",-0.7249011649871,0.0352205836758447,"Neuron_2"
"ATP5MC2",-0.7140170181509,0.15985197042126,"Neuron_2"
"GNB2",-0.711475079165049,0.116282957510914,"Neuron_2"
"NSA2",-0.710455372321452,0.0921157787033807,"Neuron_2"
"RNF10",-0.710409854677926,0.168167424756089,"Neuron_2"
"CSNK1G1",0.706275299557568,0.200594136100375,"Neuron_2"
"WASF1",-0.705596606377633,0.179718538269902,"Neuron_2"
"EIF4E2",-0.705369394885083,0.26422184664955,"Neuron_2"
"TOMM7",-0.697267104288974,0.194452018718984,"Neuron_2"
"COX7C",-0.696543298587347,0.203339276418692,"Neuron_2"
"COX7A2L",-0.693974553364828,0.144989558943755,"Neuron_2"
"MDH2",-0.686706372869776,0.142453910715827,"Neuron_2"
"SF3B4",-0.684955921279691,0.191758999024816,"Neuron_2"
"ZNF138",-0.680963679154596,0.158550721379586,"Neuron_2"
"UXT",-0.678026509298932,0.0455334463357343,"Neuron_2"
"BUD31",-0.67375115404268,0.129214905476245,"Neuron_2"
"EIF3H",-0.673500317542367,0.199864736819413,"Neuron_2"
"EID1",-0.671029949050349,0.112078330145074,"Neuron_2"
"NDUFS5",-0.668148790447594,0.243928969801167,"Neuron_2"
"AHDC1",0.66591163663858,0.226418725033483,"Neuron_2"
"ARPP21",0.663499136541108,0.0971911293387525,"Neuron_2"
"NIPSNAP1",-0.661655529805702,0.227172761493063,"Neuron_2"
"GNG4",-0.659626697900089,0.103466104619978,"Neuron_2"
"NDUFS3",-0.659107302067483,0.175460731706004,"Neuron_2"
"CCNT2",0.655547378965129,0.144879990929476,"Neuron_2"
"UCKL1",0.653047331407431,0.205862171683126,"Neuron_2"
"ATOX1",-0.652997429758154,0.130765571392979,"Neuron_2"
"ERLEC1",0.651205247597274,0.243927360920983,"Neuron_2"
"EIF4B",-0.644110599597241,0.171644857411251,"Neuron_2"
"PNN",0.642333408534259,0.220306347385991,"Neuron_2"
"GNB1",-0.637010260628932,0.170441521016622,"Neuron_2"
"PFDN2",-0.63458269685555,0.133573379068698,"Neuron_2"
"GOT2",-0.634110066090968,0.226453018420749,"Neuron_2"
"UQCR11",-0.633750950327168,0.0953505139606715,"Neuron_2"
"GGT7",0.631904031309392,0.150020831543783,"Neuron_2"
"EIF3D",-0.631427730057744,0.0658270958078577,"Neuron_2"
"ADCY5",0.630539380687892,0.17564958729423,"Neuron_2"
"RNF181",-0.630364908924405,0.180687807888897,"Neuron_2"
"GPM6A",-0.627430029467941,0.166478187807297,"Neuron_2"
"POLR1A",0.626558913691071,0.201397377962414,"Neuron_2"
"COX6C",-0.623903028004966,0.157521422721542,"Neuron_2"
"RALA",-0.617173593960768,0.143977797347545,"Neuron_2"
"NDUFB11",-0.615658736561703,0.0760810063970953,"Neuron_2"
"PHC3",0.612378193964597,0.146020816865985,"Neuron_2"
"ARMCX1",-0.607807645301573,0.0763407540196309,"Neuron_2"
"VPS51",-0.604451955962734,0.157791120557663,"Neuron_2"
"CEP104",0.604406753940427,0.17345178136195,"Neuron_2"
"MAP1S",-0.604310694371693,0.187096633434505,"Neuron_2"
"CAMLG",-0.603482036174266,0.172035092745687,"Neuron_2"
"SHISA5",-0.601793924424367,0.154283674415708,"Neuron_2"
"MAPK14",0.601156491477204,0.222264988919066,"Neuron_2"
"CNIH1",-0.594486910778838,0.103441254077648,"Neuron_2"
