"gene","log_fc_est","sd_est","cell_type"
"PPP1CC",-0.593134718509117,0.182475026318785,"Neuron_2"
"PSMB5",-0.586217854339598,0.0835043052958974,"Neuron_2"
"CD46",0.583096256296148,0.162010250769785,"Neuron_2"
"HNRNPA0",-0.579356204761136,0.0509881591517702,"Neuron_2"
"METTL9",-0.578547499635082,0.217785429285401,"Neuron_2"
"EI24",-0.57600124379396,0.19006196248733,"Neuron_2"
"EIF2A",-0.573901066718039,0.110068478574764,"Neuron_2"
"TMEM159",-0.571802610589964,0.170768431589028,"Neuron_2"
"NDUFA4",-0.570328715112256,0.0873700112690385,"Neuron_2"
"PCLO",0.568682200741066,0.152312535645141,"Neuron_2"
"TUFM",-0.566005407621088,0.0909326044274334,"Neuron_2"
"ZZEF1",0.564131694318114,0.200670394989171,"Neuron_2"
"EIF3M",-0.561630274608544,0.118826797049611,"Neuron_2"
"DCTN6",-0.561524327805517,0.109598707246593,"Neuron_2"
"HCFC1R1",-0.561474916442634,0.101595484872852,"Neuron_2"
"POLK",0.557916737063991,0.152717238923664,"Neuron_2"
"C12orf57",-0.556296310356813,0.1411018133167,"Neuron_2"
"CENPX",-0.555663617657694,0.212421397013619,"Neuron_2"
"APRT",-0.553597937305615,0.201608498456359,"Neuron_2"
"OAZ2",-0.553461000983606,0.105461737456247,"Neuron_2"
"FAM117B",-0.552362967914472,0.16740821901664,"Neuron_2"
"STK38",0.548895982454765,0.20592256966818,"Neuron_2"
"ME3",0.54645547419214,0.181709824293741,"Neuron_2"
"MAPK8IP3",0.545930736943485,0.107054611948808,"Neuron_2"
"PREPL",-0.545923658434815,0.173099608646487,"Neuron_2"
"NSMCE1",-0.545225333708296,0.170952480552081,"Neuron_2"
"CENPT",0.54431140207281,0.17706867123816,"Neuron_2"
"SNAPC3",0.543144745929316,0.203736345678467,"Neuron_2"
"IMPDH2",-0.535280756596171,0.182145483091768,"Neuron_2"
"ZNF512B",0.533265043202147,0.187984432771595,"Neuron_2"
"WASF3",-0.530768552632209,0.147866225605489,"Neuron_2"
"MBD5",0.530072888996386,0.17959288204101,"Neuron_2"
"C16orf87",-0.530005614607633,0.189995074265366,"Neuron_2"
"DCTN3",-0.529530710258145,0.11292534544013,"Neuron_2"
"EMD",-0.526906550111848,0.11365707343023,"Neuron_2"
"MEA1",-0.526731457244298,0.158802171342255,"Neuron_2"
"PTBP3",-0.524414150788456,0.185045995535991,"Neuron_2"
"PSMB6",-0.524149066348074,0.150274418311683,"Neuron_2"
"CMPK1",-0.522108258952114,0.161116597258271,"Neuron_2"
"AP3S2",-0.521096144336441,0.134955455422919,"Neuron_2"
"UBE2D2",-0.520982796153373,0.0819096427393045,"Neuron_2"
"MYEF2",-0.519247377138743,0.139557314999613,"Neuron_2"
"VMA21",-0.517793347478682,0.139574363983244,"Neuron_2"
"CACNA1E",0.516961777887964,0.129392233467919,"Neuron_2"
"TTLL1",-0.514160333779573,0.0960305225217981,"Neuron_2"
"PCBP2",-0.512383922764323,0.0571056472798136,"Neuron_2"
"ZNF493",0.511523483441355,0.171552965608701,"Neuron_2"
"PFKM",-0.511518298818364,0.128653187045789,"Neuron_2"
"ANKRD44",0.510328463942656,0.147466911298902,"Neuron_2"
"AKT3",-0.509200046243446,0.190715272436959,"Neuron_2"
"C4orf48",-0.504012702988466,0.108495797856262,"Neuron_2"
"SCYL2",0.504003394584169,0.188317821307263,"Neuron_2"
"FAM110B",-0.500941248311368,0.188487931533646,"Neuron_2"
"CAPN1",-0.500529359641607,0.155108578697195,"Neuron_2"
"FBXW5",-0.499324129441639,0.14799458688156,"Neuron_2"
"HARS",-0.497801191354858,0.136660011894783,"Neuron_2"
"TUT4",0.496632712339123,0.16052497467202,"Neuron_2"
"CIRBP",-0.495581694179445,0.168682227874716,"Neuron_2"
"RNF41",-0.493207857251787,0.140793277774731,"Neuron_2"
"CCDC124",-0.49189108279311,0.148107723340223,"Neuron_2"
"ZNF277",-0.491809590564632,0.111224206960693,"Neuron_2"
"COPG1",-0.4877551953725,0.122521681686551,"Neuron_2"
"TCEAL8",-0.486943754113819,0.0582748622315348,"Neuron_2"
"GABARAPL2",-0.483049046799005,0.095618984920452,"Neuron_2"
"TKT",-0.481277440318323,0.0784848128263735,"Neuron_2"
"PSMF1",-0.481060039330581,0.146912229726525,"Neuron_2"
"ECPAS",0.479013212785997,0.176000198202993,"Neuron_2"
"TTC3",0.478773788384366,0.173366704276678,"Neuron_2"
"DIDO1",0.478566685834016,0.132224879419879,"Neuron_2"
"AMN1",-0.474934007993705,0.108938233621605,"Neuron_2"
"DIRAS1",-0.473917556135786,0.126844605639743,"Neuron_2"
"EP300",0.473621409376194,0.124922136093718,"Neuron_2"
"TMEM94",0.472422769831022,0.165848613793594,"Neuron_2"
"GNPAT",-0.47148040874998,0.154227113162343,"Neuron_2"
"CHMP3",-0.471023002625178,0.131375157380099,"Neuron_2"
"DNAJA2",-0.469843324712597,0.118554436286014,"Neuron_2"
"LYRM1",0.469558052146849,0.159347302842482,"Neuron_2"
"PRR3",-0.469170599799158,0.120518044206675,"Neuron_2"
"PAFAH1B3",-0.467078190919235,0.0314256955329983,"Neuron_2"
"FOXK2",0.465246627323783,0.166339223327398,"Neuron_2"
"RABAC1",-0.460148001199653,0.162908049270403,"Neuron_2"
"ST13",0.45850371955905,0.154161071946656,"Neuron_2"
"SULT4A1",0.458219013617843,0.140286958992539,"Neuron_2"
"TMEM245",0.456505127142002,0.160086052292428,"Neuron_2"
"CACNA1B",0.451890998435335,0.168288487214286,"Neuron_2"
"TXNRD1",-0.45100316194819,0.155900254599984,"Neuron_2"
"AP2B1",-0.445916866776965,0.15588672820078,"Neuron_2"
"PDGFC",-0.443261972538954,0.101375923751015,"Neuron_2"
"EIF6",-0.442787178182947,0.164400460811456,"Neuron_2"
"PNMA1",-0.441649346337711,0.103794917013647,"Neuron_2"
"PKD1",0.44159620755998,0.161523540865298,"Neuron_2"
"MEAF6",-0.440649287804985,0.1353112130931,"Neuron_2"
"SLC9B2",-0.438626044885223,0.123780556647794,"Neuron_2"
"NAPA",-0.435872771267912,0.157879553837323,"Neuron_2"
"RAB11A",-0.434615147007243,0.118578649566287,"Neuron_2"
"BRD3",-0.433961354768035,0.0693214075969932,"Neuron_2"
"SUPT20H",0.429766482667824,0.135613473528877,"Neuron_2"
"RNF182",-0.425045540971025,0.145087816344483,"Neuron_2"
"TRAPPC11",0.424778444246486,0.149508807202211,"Neuron_2"
"IGBP1",-0.424600617722554,0.0521067486026948,"Neuron_2"
"ATP6V1D",-0.422080014568801,0.135723885444314,"Neuron_2"
"ISLR2",0.420248832987895,0.12440391620405,"Neuron_2"
"POGZ",0.418940007788214,0.112863047949707,"Neuron_2"
"ATP5F1A",-0.418308238862258,0.0540533234274533,"Neuron_2"
"PRRC2A",0.417670580482061,0.158680007425099,"Neuron_2"
"BAG6",-0.417546819484864,0.105308469844947,"Neuron_2"
"PPP1R12B",0.4125507765907,0.125562410428535,"Neuron_2"
"KHDRBS1",-0.41231874272893,0.150360713701424,"Neuron_2"
"NDUFB9",-0.412030195548367,0.105071594012609,"Neuron_2"
"RRP1B",0.406856643977069,0.150609180182566,"Neuron_2"
"C12orf10",-0.40641811223897,0.130391804601602,"Neuron_2"
"TRPC4AP",0.403440009710961,0.152957893846933,"Neuron_2"
"ESD",-0.400283197593172,0.116505993652711,"Neuron_2"
"HSPA1A",-1.67318690949245,0.353087209232447,"Neuron_4"
"SCAF1",1.27780267743505,0.368440558981026,"Neuron_4"
"LZTR1",-1.08051741792764,0.262725828568393,"Neuron_4"
"ZBTB37",-0.880308164217126,0.258022639775016,"Neuron_4"
"ELF2",0.836325645865639,0.24518994276659,"Neuron_4"
"XPO1",-0.776623838488169,0.190033846677146,"Neuron_4"
"AKNA",0.742771235769472,0.144761659458271,"Neuron_4"
"OBSCN",0.741252644610364,0.1704517216594,"Neuron_4"
"WDR86",0.706710587913102,0.172374012421858,"Neuron_4"
"BROX",-0.701593912428913,0.174363160531,"Neuron_4"
"GART",0.67819454468489,0.195022094741874,"Neuron_4"
"IGF2BP3",0.662348688471627,0.167249666610361,"Neuron_4"
"MSL2",0.633742590648791,0.158155421046182,"Neuron_4"
"SLC25A29",0.621102658104256,0.17276304169126,"Neuron_4"
"GPSM1",0.602844174616154,0.0996376146513104,"Neuron_4"
"MTR",0.59861662016838,0.177732202710155,"Neuron_4"
"EP300",0.558906236958124,0.136554212836946,"Neuron_4"
"GIGYF1",0.542316770933118,0.15501796834522,"Neuron_4"
"TBC1D7",0.458532425647519,0.133564117337042,"Neuron_4"
"GTF3C1",0.453283588938928,0.123534907619399,"Neuron_4"
"KDM2A",0.421776556698863,0.100005351060883,"Neuron_4"
"SACS",0.421458073941235,0.105205734118886,"Neuron_4"
"TRA2A",-0.421131094349899,0.119356104754533,"Neuron_4"
"STXBP1",0.406450502626147,0.0960702691179878,"Neuron_4"
"RIOK3",3.75007420603891,0.455331923834881,"Neuron_5"
"ARPC1A",2.97672950566258,0.853337780170339,"Neuron_5"
"ACAP2",2.75207494172832,0.622072063040264,"Neuron_5"
"DDX17",2.73316810763832,0.81572008704582,"Neuron_5"
"BASP1",2.02515112525985,0.487961118060067,"Neuron_5"
"UBQLN1",-1.0618943809622,0.361691918010602,"Neuron_6"
"UQCRQ",-0.999299362448182,0.247091257587055,"Neuron_6"
"SSR4",-0.950031425193596,0.301206413119374,"Neuron_6"
"TUBA1A",-0.941094707730664,0.287907032561702,"Neuron_6"
"HIST1H2AE",-0.932127390077266,0.322944406975912,"Neuron_6"
"SUMO2",-0.846530700569595,0.254543849391756,"Neuron_6"
"OXA1L",-0.840545782383627,0.260781732207476,"Neuron_6"
"DDX17",-0.821835376636564,0.118404254937339,"Neuron_6"
"NDUFB6",-0.821266435264625,0.197675463128998,"Neuron_6"
"ARL10",0.804824845681587,0.236850700747503,"Neuron_6"
"DDX3X",-0.804408244707418,0.278418264697299,"Neuron_6"
"ZNHIT1",-0.796335471875849,0.230609736725474,"Neuron_6"
"LSM7",-0.782309253452591,0.14423128645865,"Neuron_6"
"PFDN5",-0.756401486512268,0.252252812397329,"Neuron_6"
"COA3",-0.755553374453848,0.254907912144413,"Neuron_6"
"GPR153",0.746288204013158,0.118483159479526,"Neuron_6"
"TMEM63B",0.746072285521945,0.208210967334271,"Neuron_6"
"EIF1",-0.744264858455336,0.226402039968664,"Neuron_6"
"JPT1",-0.734550409479476,0.153232590768253,"Neuron_6"
"PBX1",-0.701772128204863,0.169833803487575,"Neuron_6"
"JAKMIP2",0.689737542034241,0.176528710178597,"Neuron_6"
"L1CAM",0.683317303395071,0.21185865240254,"Neuron_6"
"SF3B5",-0.662389248495561,0.129775039629575,"Neuron_6"
"MIA3",0.660244271887862,0.225567587746798,"Neuron_6"
"WASF1",-0.659783793498406,0.166681392699218,"Neuron_6"
"PSMB5",-0.658682268597098,0.187383852239811,"Neuron_6"
"NDUFV3",0.654557050920986,0.0903982559885942,"Neuron_6"
"CCDC28B",-0.654430500975137,0.162719778033056,"Neuron_6"
"PAXBP1",0.645283117386681,0.0856103077626219,"Neuron_6"
"ALKBH7",-0.625289639930739,0.137833293850496,"Neuron_6"
"SMIM26",-0.613512503748969,0.10803263302107,"Neuron_6"
"PQBP1",-0.611713989252716,0.197884594226872,"Neuron_6"
"RPRD2",-0.609383591678503,0.193097413653848,"Neuron_6"
"CACNB1",0.605854084446787,0.139355951489629,"Neuron_6"
"TTC3",0.603882720791284,0.146019761193554,"Neuron_6"
"RAE1",-0.591846932707607,0.173447405792198,"Neuron_6"
"EMD",-0.588672741687178,0.174475150626616,"Neuron_6"
"HMGN1",0.582311751298825,0.129613582819233,"Neuron_6"
"TM2D1",-0.579808293418021,0.180401899052709,"Neuron_6"
"TTC17",0.579145869291354,0.185435289097274,"Neuron_6"
"BACH1",0.579021901288626,0.134090933967438,"Neuron_6"
"PSMB4",-0.576040808455452,0.165919778299319,"Neuron_6"
"NDUFB10",-0.572189280408617,0.174243892474053,"Neuron_6"
"PFKM",-0.570558898226875,0.137041864740856,"Neuron_6"
"ZFHX4",0.563478087808267,0.153317590851031,"Neuron_6"
"DDX39B",-0.560769393267811,0.16285435227326,"Neuron_6"
"CAB39",-0.559644831253288,0.169960821801642,"Neuron_6"
"USP16",0.552950358061681,0.0773543967757434,"Neuron_6"
"NDUFS4",-0.544287522453512,0.184999095882344,"Neuron_6"
"TAC1",-0.543495683431887,0.138166716598031,"Neuron_6"
"PLXNC1",0.543236389138851,0.130522102815762,"Neuron_6"
"KLHL2",0.54103033409694,0.161820178651622,"Neuron_6"
"UQCRC2",-0.537441239875497,0.175573312693847,"Neuron_6"
"BDP1",0.531573194376616,0.141972229509527,"Neuron_6"
"PCBP1",-0.530258743864093,0.144206819616774,"Neuron_6"
"UBA3",-0.528249223563984,0.178597718050728,"Neuron_6"
"CCDC92",0.525995550410259,0.144178927615629,"Neuron_6"
"CHMP2A",-0.522056104960278,0.173520857482652,"Neuron_6"
"TERF2IP",-0.513909397543903,0.126017806743507,"Neuron_6"
"VPS4B",0.511437522816949,0.174795399953206,"Neuron_6"
"DENND5B",-0.507857040044948,0.111068217490996,"Neuron_6"
"SCAF4",0.506474722163008,0.120381117223026,"Neuron_6"
"PLPPR2",-0.506260499091062,0.167171572972364,"Neuron_6"
"BZW2",-0.50398332257079,0.113587652188593,"Neuron_6"
"CYBC1",0.499346821673406,0.155957645338823,"Neuron_6"
"RAB11A",-0.498956676296518,0.17084410736747,"Neuron_6"
"MLLT6",0.496935585406862,0.163342603134405,"Neuron_6"
"MED6",-0.49493539314616,0.158583551885628,"Neuron_6"
"UCHL3",-0.492606093696288,0.163050957758557,"Neuron_6"
"DPYSL5",-0.488713415074385,0.160181825466074,"Neuron_6"
"STAU1",-0.48597712266069,0.148949563547261,"Neuron_6"
"PAIP2",-0.485152924943399,0.160853906913793,"Neuron_6"
"EBAG9",0.484537000194995,0.134084403970217,"Neuron_6"
"KIAA0895L",0.479617156738319,0.148164303260392,"Neuron_6"
"EIF4G2",-0.47872855387065,0.16694636471184,"Neuron_6"
"PCED1A",0.476380387460093,0.111414262627121,"Neuron_6"
"BUD31",-0.472087892946662,0.165676742924285,"Neuron_6"
"CAVIN4",0.46874709863061,0.0561163343007829,"Neuron_6"
"NUDT21",-0.468743679149669,0.115373636457575,"Neuron_6"
"TOMM7",-0.464558555519254,0.136093399783972,"Neuron_6"
"PRR14L",0.45863607703733,0.106444736828526,"Neuron_6"
"KLHL24",-0.453881058372544,0.123503428259962,"Neuron_6"
"NHP2",-0.447456383898093,0.149069493397725,"Neuron_6"
"HECW1",0.446080744845344,0.0730677564624597,"Neuron_6"
"C18orf32",-0.444811742021909,0.0630037744003795,"Neuron_6"
"CTDNEP1",-0.43895631220269,0.142101425253866,"Neuron_6"
"DDX18",-0.431672002365019,0.150909566418891,"Neuron_6"
"EID1",-0.430478359733848,0.116438317524314,"Neuron_6"
"CAMLG",-0.423769750940327,0.143900554080519,"Neuron_6"
"ATP5F1E",-0.419964899042713,0.090883838428778,"Neuron_6"
"CLIP3",-0.419876583363564,0.132047584556502,"Neuron_6"
"UBE3A",0.411716118813806,0.125650470897849,"Neuron_6"
"ADSS",-0.404337619893925,0.091700248128375,"Neuron_6"
"TBCB",-0.40121161208541,0.133976926338552,"Neuron_6"
"EMC4",-3.15897000171043,0.907024861996116,"Neuron_7"
"NFE2L1",-3.04700958274207,0.627564403625628,"Neuron_7"
"UBXN6",-2.34009258783607,0.660776693629295,"Neuron_7"
"RTCB",-2.29268754073476,0.602429882045475,"Neuron_7"
"GAD1",-0.948452811975367,0.248215978181252,"Neuron_8"
"CNIH2",-0.841002961097803,0.190928482961703,"Neuron_9"
"MAP1B",-0.752301088962843,0.166267960908423,"Neuron_9"
"DIRAS2",-0.69490541414872,0.105027748736927,"Neuron_9"
"TMEM158",-1.4079993978743,0.372367858204474,"Neuronal IPC_0"
"CCM2",-1.32554212935019,0.338395057262442,"Neuronal IPC_0"
"RACK1",-0.964726846097053,0.240422285065715,"Neuronal IPC_0"
"PPIA",-0.654095415750662,0.166997818332246,"Neuronal IPC_0"
"HIST1H2BH",-0.624149431107731,0.157627795636936,"Neuronal IPC_0"
"SET",-0.572362713803236,0.152880146127475,"Neuronal IPC_0"
"ATN1",1.10600937182565,0.275049614659552,"Neuronal IPC_27"
"ZEB2",0.951809752690574,0.244845735553724,"Neuronal IPC_27"
"CSNK2A2",0.832824659003135,0.156947516600356,"Neuronal IPC_27"
"STK24",0.735278480811495,0.195401060874933,"Neuronal IPC_27"
"HNRNPH3",0.721559433973669,0.155915636573445,"Neuronal IPC_27"
"HSP90AB1",-2.09471012709011,0.545860150353863,"Neuronal IPC_32"
"NDUFC1",-0.945072253569528,0.217479467558399,"Neuronal IPC_5"
"KIAA1191",-0.891661951379814,0.23208779633735,"Neuronal IPC_5"
"PELI2",-0.751947149093401,0.189421656723817,"Neuronal IPC_5"
"STX6",-0.409748425597053,0.0926805770010695,"Neuronal IPC_5"
"CALCOCO1",-2.78542377669605,0.701487046237427,"Oligo_3"
"ALCAM",2.43026193382109,0.502786395047005,"Oligo_3"
"EIF4ENIF1",-3.78530295002996,0.777445361174179,"Radial glia_30"
"ADSS",-3.7577618171212,0.955900411903887,"Radial glia_30"
"TXNL1",-3.59984543000668,0.943390763848252,"Radial glia_30"
"CWC27",-3.47634179874329,0.939429533764895,"Radial glia_30"
"DHX40",-3.34461284346542,0.860511084837669,"Radial glia_30"
"HNRNPR",-3.29131011628757,0.693024026602532,"Radial glia_30"
"ALKBH7",-3.28196219857272,0.794686764247057,"Radial glia_30"
"CRLS1",-3.27503892997217,0.809840068571885,"Radial glia_30"
"PLEKHA8",-3.12075718460519,1.00427462399504,"Radial glia_30"
"MSANTD3",-2.94827605172784,0.791747168977652,"Radial glia_30"
"MOCS2",-2.86290503725391,0.844472455242747,"Radial glia_30"
"FBXO21",-2.78721861569491,0.886301454755121,"Radial glia_30"
"DDA1",-2.7161023611525,0.686796114961194,"Radial glia_30"
"TIA1",-2.47066823393762,0.669930982518271,"Radial glia_30"
"MED28",2.13603215850412,0.573354456781002,"Radial glia_30"
"THYN1",-2.0748434376926,0.421141339887413,"Radial glia_30"
"COA4",-2.02744873083261,0.631799191619094,"Radial glia_30"
"H1FX",-1.92044557290161,0.541020739211545,"Radial glia_30"
"MAPRE2",-1.91733981068707,0.580787239128215,"Radial glia_30"
"MBIP",-1.90796906836694,0.419846972479201,"Radial glia_30"
"SOX1",-1.76896230029658,0.484994208569111,"Radial glia_30"
"SMS",-1.32796457491372,0.407436622267784,"Radial glia_30"
"CXCR4",-1.70119481350959,0.468225516644085,"Radial glia_32"
"PEA15",-1.30002482041225,0.364286187949544,"Radial glia_32"
"USP21",-3.49230546285637,0.83440871050163,"Radial glia_39"
"SIVA1",-2.54703373583401,0.641114552619718,"Radial glia_39"
"SAT1",-0.873373632979776,0.152691470527741,"Vascular_23"
