"gene","tau","log_fc_est","sd_est","Z_est","p_cross","ct_prop","expr","q_val","p","cell_type","cell_type_long"
"GHITM",0.206509318920259,-0.465969531883058,0.169222514643202,-2.75359063695237,5.43191155284832e-07,0.706918544205006,0.000126300547134199,0.0987643227804609,0.00589454459864734,"ExDp1","Maturing deep layer excit. (ExDp1)"
"LAS1L",0,0.460333911313252,0.113519508348058,4.0551083951301,0.649634368776487,0.665121547390895,6.23094494850807e-05,0.00282819786890476,5.01110595360805e-05,"ExDp1","Maturing deep layer excit. (ExDp1)"
"LRPAP1",0.138765215578089,0.459374284530839,0.137917971138106,3.3307790184271,0.0348761232879714,0.662599402790473,7.29064434091007e-05,0.0262832914498806,0.000866033227754846,"ExDp1","Maturing deep layer excit. (ExDp1)"
"PELI1",0.141215354495795,-0.450651402250607,0.108237282634446,-4.16355059256807,3.70411844029234e-14,0.692031871085326,5.92200168660776e-05,0.00183273400430614,3.13336556533533e-05,"ExDp1","Maturing deep layer excit. (ExDp1)"
"GPM6A",0.164921297268159,-0.449452927504137,0.117893959598008,-3.81234907230762,2.70195779620871e-117,0.730662701553581,0.00168764027813685,0.00632610570561033,0.000137652284548562,"ExDp1","Maturing deep layer excit. (ExDp1)"
"EHMT1",0.200065324718076,0.447664144499376,0.156439689785853,2.86157652902646,7.04878078509845e-07,0.734746500886655,0.000104169622738995,0.0783868947876049,0.00421539720182022,"ExDp1","Maturing deep layer excit. (ExDp1)"
"CEP350",0.131469815982209,0.435778003022552,0.117789847839771,3.6996227689787,6.94727533775543e-05,0.63483962952109,0.000213119767403923,0.00868268988832058,0.000215920171297994,"ExDp1","Maturing deep layer excit. (ExDp1)"
"SLC39A7",0,-0.434272381036363,0.0928898547664061,-4.67513252258221,0.578640509427197,0.645635324096502,7.3433130246197e-05,0.000304851075216898,2.93763858617465e-06,"ExDp1","Maturing deep layer excit. (ExDp1)"
"SNRPC",0.17149904929394,0.432558169884443,0.144512857423635,2.99321581204649,0.000221183415291053,0.58033265254227,0.00015616892620823,0.0600045421969051,0.00276054468297854,"ExDp1","Maturing deep layer excit. (ExDp1)"
"PHAX",0.180593972210782,-0.427157357295963,0.147472454286393,-2.89652301077474,0.000468479586257251,0.953032499727582,0.000228957621050571,0.0740151215058629,0.00377322969442385,"ExDp1","Maturing deep layer excit. (ExDp1)"
"PNN",0.109113561692187,0.426551429073338,0.0970829223623798,4.39368138797014,0.000629334050141823,0.759084927701127,0.000633300447116293,0.000896313445717854,1.11447117900883e-05,"ExDp1","Maturing deep layer excit. (ExDp1)"
"C11orf68",0.129539129575438,-0.418558257613772,0.142604609273586,-2.93509627596098,0.0533102564758102,0.552035540369575,9.4968954784196e-06,0.0695477439854346,0.0033344421154735,"ExDp1","Maturing deep layer excit. (ExDp1)"
"GDAP1L1",0.145248321054285,-0.412768791608218,0.109928779005375,-3.75487470472164,1.76396218061605e-09,0.534808970885915,7.87090950812739e-05,0.00743891417020284,0.000173428213480016,"ExDp1","Maturing deep layer excit. (ExDp1)"
"RAB2A",0.188903594658527,-0.410337100561869,0.146570144680852,-2.79959538455362,1.39898720718555e-07,0.830813564759708,0.000416574526114402,0.0889747377524052,0.00511666971843176,"ExDp1","Maturing deep layer excit. (ExDp1)"
"ATL1",0.123969683431388,-0.407951415879214,0.103051911600439,-3.9586981895198,1.61581720254315e-07,0.800932647389939,0.000112891510255244,0.00386477909112379,7.53593930847612e-05,"ExDp1","Maturing deep layer excit. (ExDp1)"
"LY6G5B",0,0.407201795417461,0.0976015093087296,4.17208502513435,0.982023375587389,0.892795581488837,1.68218947310718e-06,0.00180773020398318,3.01824959920886e-05,"ExDp1","Maturing deep layer excit. (ExDp1)"
"KIF3B",0.174804443748468,-0.406524816854202,0.138654835236745,-2.93191951193108,2.73548229239934e-07,0.787864208280585,0.000142500632699028,0.0695477439854346,0.00336874041993984,"ExDp1","Maturing deep layer excit. (ExDp1)"
"FBXO30",0.0836450197796713,-0.405938891670962,0.0795988909281333,-5.09980587590684,0.0182591816871109,1,6.82357361341908e-05,4.20687098775811e-05,3.40002007092667e-07,"ExDp1","Maturing deep layer excit. (ExDp1)"
"CCNG2",0.0850259480881018,-0.40559134494942,0.0754517721293378,-5.37550455745644,0.0021246375803833,0.56158338525138,0.000124778541608421,1.2283876463272e-05,7.63685201322473e-08,"ExDp1","Maturing deep layer excit. (ExDp1)"
"THOC2",0.160619972579039,0.402458467579074,0.145911265411947,2.75824122587672,0.00428206259184173,0.689493165981111,0.000265988568271915,0.0984268920361017,0.00581132961520685,"ExDp1","Maturing deep layer excit. (ExDp1)"
"NEO1",0,-1.82099786297014,0.393164896228012,-4.63163899025732,0.351761530276505,0.731078584093095,0.000105702635388684,0.0035105236502119,3.62782326925101e-06,"ExDp2","Maturing deep layer excit. (ExDp2)"
"MPP6",0.42487862013747,-1.63294446370734,0.404196223692207,-4.03997951487746,1.69572931301334e-05,0.666487983008732,0.000172905779333842,0.0143142486182991,5.34558702488835e-05,"ExDp2","Maturing deep layer excit. (ExDp2)"
"TMEM132A",0,1.16904360117353,0.250158088794315,4.6732192702941,0.2839627357795,0.63628345430644,6.37080467844655e-05,0.0035105236502119,2.96514905982849e-06,"ExDp2","Maturing deep layer excit. (ExDp2)"
"BTBD8",0.00261342806136244,-1.14897716488531,0.198323749475558,-5.79344212644042,0.176733755376179,0.632202792178168,2.89022087532395e-05,2.00185814504079e-05,6.89582550823558e-09,"ExDp2","Maturing deep layer excit. (ExDp2)"
"PRMT7",0,-0.977768261043703,0.251810269439413,-3.88295625599558,0.399644199943434,0.873944934645319,2.55433878168434e-05,0.0213980416851459,0.000103194138336908,"ExDp2","Maturing deep layer excit. (ExDp2)"
"ZMAT2",0.00101246580861655,-0.856948006413057,0.212296305060291,-4.03656580913968,0.220564858694975,1,0.00023349481699445,0.0143142486182991,5.42393161561454e-05,"ExDp2","Maturing deep layer excit. (ExDp2)"
"PSD3",0.029654193421322,0.852309236660189,0.193291518197946,4.40944975033697,0.396633407990001,1,0.000289823839822569,0.0075212085846227,1.03633600890426e-05,"ExDp2","Maturing deep layer excit. (ExDp2)"
"KIFC2",0.0683889310004295,0.80651793612323,0.190423229287276,4.23539680080996,0.0891844105012203,0.595376977485142,1.62919734756634e-05,0.0110385832959677,2.28148466330713e-05,"ExDp2","Maturing deep layer excit. (ExDp2)"
"ILKAP",0.0462572344305796,-0.780360279071614,0.18579391425454,-4.20013907453669,0.425618343333335,0.732824499898941,5.63891245951822e-05,0.0110625483023079,2.66751078595093e-05,"ExDp2","Maturing deep layer excit. (ExDp2)"
"FASTKD2",0,-0.738559104122733,0.190159362838265,-3.88389555528167,0.649566290315657,0.654797141777526,1.72682747805359e-05,0.0213980416851459,0.000102796079343621,"ExDp2","Maturing deep layer excit. (ExDp2)"
"ACOT7",0.206812622389251,0.597767905819677,0.170783082214689,3.50015878661935,1.98563383930106e-06,1,0.000116979327833687,0.0567587172493948,0.000464981094399028,"ExDp2","Maturing deep layer excit. (ExDp2)"
"FASN",0.238440374711461,0.592389059476379,0.17994043131467,3.2921398217638,6.9563068167831e-26,0.805873875991262,3.18501944809386e-05,0.0995310222467268,0.000994281655237712,"ExDp2","Maturing deep layer excit. (ExDp2)"
"RAB11A",0.000426727136748875,-0.585743697123096,0.170467965838315,-3.43609248953354,0.592022458772674,0.684947296894568,0.000126507086012188,0.0634541459789944,0.000590169459673734,"ExDp2","Maturing deep layer excit. (ExDp2)"
"ATRN",0.0596775291281157,-0.570565051844503,0.149669874694757,-3.81215694212436,0.271795680568779,1,3.69561610824657e-05,0.024994713236807,0.000137759356455016,"ExDp2","Maturing deep layer excit. (ExDp2)"
"MTPN",0.163874084675086,-0.551221719856873,0.152642921784832,-3.61118428166543,0.00699395428232316,0.886460033155566,0.000197225471887361,0.044242007237991,0.000304801978904519,"ExDp2","Maturing deep layer excit. (ExDp2)"
"CHMP2A",0.00030527028933135,-0.51561919654285,0.150630846324914,-3.42306512326598,0.414133187640975,0.698717096425932,0.000108721785682304,0.0641969844074948,0.000619192409028541,"ExDp2","Maturing deep layer excit. (ExDp2)"
"ANAPC7",0.0610064925536602,0.507436177914393,0.145075998105066,3.49772660221094,0.474120430820271,0.745834966433477,4.98530710915382e-05,0.0567587172493948,0.000469241892519971,"ExDp2","Maturing deep layer excit. (ExDp2)"
"GNPTAB",0.144790724576644,-0.50647240480158,0.135607501466454,-3.73484061961623,0.0125395844648568,1,0.000291662020973649,0.0320754359061452,0.000187834106236469,"ExDp2","Maturing deep layer excit. (ExDp2)"
"ZMYND8",0.126380240127335,-0.503904727004183,0.12870303492683,-3.91525131703897,0.0487499860541454,1,0.000428625586323388,0.0213980416851459,9.03100874706515e-05,"ExDp2","Maturing deep layer excit. (ExDp2)"
"SOD1",0.0609440731624296,0.488667273945449,0.141105503684775,3.46313404640202,0.236303901977285,0.679109263380731,0.000295052955736389,0.0619990612279856,0.000533922332311278,"ExDp2","Maturing deep layer excit. (ExDp2)"
"SNN",0.149252295037902,0.459115136726966,0.128039013884569,3.5857440853213,3.92379869239573e-06,0.855753745451057,5.99592454891557e-05,0.0464643749254127,0.000336118454506947,"ExDp2","Maturing deep layer excit. (ExDp2)"
"FAM98B",0.0335084333591093,-0.429579637614347,0.120425818907568,-3.56717223525021,0.336428141491682,0.567478687431824,8.54758171791021e-05,0.0476163666218007,0.000360854311291635,"ExDp2","Maturing deep layer excit. (ExDp2)"
"ZCCHC7",0,-0.982314250230022,0.192690210525136,-5.09789390728742,0.883414643759133,0.756801596228006,7.54508704968309e-05,0.000150334374176322,3.43453204710917e-07,"ExM","Maturing excit. (ExM)"
"CLVS1",0,-0.906396728759412,0.186240604162183,-4.86680513541558,0.399414163839286,0.503891141961383,3.93687758190361e-05,0.000347508944051429,1.13416757196942e-06,"ExM","Maturing excit. (ExM)"
"TTC14",0.246088269779503,0.89093999200524,0.247055975017086,3.60622726061826,0.00237185772222288,0.634354759536592,0.000114203929650599,0.0213807524446002,0.000310681072086485,"ExM","Maturing excit. (ExM)"
"PCNT",0.222440869179061,0.861856561819268,0.2478041026354,3.47797535494132,0.00039241315495714,0.610111501027828,0.000156919257631046,0.0286663512533405,0.000505216373263834,"ExM","Maturing excit. (ExM)"
"SYNGAP1",0.279228700533153,0.849618590543583,0.233637784620031,3.63647768671207,4.41259059571555e-06,0.779467899481789,1.78209503048384e-05,0.0201634233192266,0.00027639157291368,"ExM","Maturing excit. (ExM)"
"SUMO2",0.308192455040052,-0.826974049327167,0.226986928822753,-3.64326727365401,8.20292177815254e-26,0.771851834692724,0.000439561108681367,0.0201177047644514,0.000269199052004735,"ExM","Maturing excit. (ExM)"
"MAN1B1",0.063117321513921,0.822631946129207,0.137295894329003,5.99167185697431,0.19628656668888,0.50677381171282,1.6126755106553e-05,2.12125502881336e-06,2.07694682977809e-09,"ExM","Maturing excit. (ExM)"
"MCM3AP",0.294907658439375,0.800112773530738,0.250354702919839,3.19591669019665,3.8690210215726e-10,0.542259826162483,4.26281831131253e-05,0.0502450408177104,0.00139387352137904,"ExM","Maturing excit. (ExM)"
"GIGYF1",0.321962432245745,0.789425322646792,0.271744970528526,2.90502275391303,7.24928573196098e-06,0.638739972951167,2.12356293280612e-05,0.0945530838562251,0.00367226402705313,"ExM","Maturing excit. (ExM)"
"WDR27",0,0.766804229627517,0.247625216828325,3.09663223903053,0.902637824969349,0.517696038235523,1.29968074764468e-05,0.0624713016104198,0.00195732537682777,"ExM","Maturing excit. (ExM)"
"POMGNT1",0.0593962985384102,0.757397575960916,0.226612789775303,3.3422543216202,0.699997495706468,0.537071186026468,1.97252424929833e-05,0.0374442801357978,0.000831008828079062,"ExM","Maturing excit. (ExM)"
"DCBLD2",0,0.725384637044726,0.177634694066167,4.08357523206884,0.772424896328508,0.651531326926845,5.204915136726e-05,0.00648063162446072,4.43480627586271e-05,"ExM","Maturing excit. (ExM)"
"SMDT1",0.221807704169409,-0.689458745165414,0.194086873477777,-3.55232032342649,2.20309884302765e-15,0.87859635192421,0.000138693935040464,0.0238772957632871,0.00038184970378625,"ExM","Maturing excit. (ExM)"
"SLC4A3",0.00124461966170847,0.67789841184545,0.136152885330005,4.97895002520417,0.0966152104868963,0.821350304338924,2.80117140836011e-05,0.000244852459144788,6.39301459908063e-07,"ExM","Maturing excit. (ExM)"
"ZNF71",0,0.668539280584133,0.232307985376065,2.8778144647154,0.799825773196909,0.824924472305648,3.15164942357124e-05,0.0988078743904022,0.00400440577471118,"ExM","Maturing excit. (ExM)"
"PAXBP1",0.0712814190851998,0.661825867049436,0.0891003849435672,7.42786765139804,0.18393593486192,0.661813845269225,0.00019221038100707,3.38150083882411e-10,1.10362298917236e-13,"ExM","Maturing excit. (ExM)"
"HMGN1",0.209983329690335,0.661074124000232,0.178586741047098,3.70169767433008,0.000449703135070067,0.621137267609579,0.000486722623979947,0.0168254226132618,0.000214161710808489,"ExM","Maturing excit. (ExM)"
"GDI2",0.289173893104958,-0.657486848096235,0.227484521709384,-2.89024872178419,7.76774138345096e-09,0.852562351222912,0.000160589612160163,0.0966760145214927,0.0038493713353858,"ExM","Maturing excit. (ExM)"
"PCBP1",0.234826768953532,-0.627826094985666,0.1884274390416,-3.33192500083311,8.6195237763042e-07,0.683753084994723,0.000252078126971165,0.0377517611377802,0.000862474960719521,"ExM","Maturing excit. (ExM)"
"GGT7",0.0822598136331286,0.624583917601947,0.112352060396685,5.55916745448823,0.254470784675875,0.537487726079232,3.24306968504897e-05,2.07635433149917e-05,2.71064534138272e-08,"ExM","Maturing excit. (ExM)"
"SRA1",0.132321696857554,0.61159628121654,0.165173104255776,3.70275950174952,0.146677854100627,0.570401022599356,2.50060299562127e-05,0.0168254226132618,0.000213267033640027,"ExM","Maturing excit. (ExM)"
"EDRF1",0.218946120672929,0.595447755366667,0.206242048847594,2.88713072185722,0.00460409053357491,0.776309705046648,4.69197334884885e-05,0.0968454847108848,0.0038877267034722,"ExM","Maturing excit. (ExM)"
"INPP5E",0.186733571879689,0.595058957493674,0.179350823418367,3.31784904106962,0.00957013345692467,0.552330332859687,1.02015968925862e-05,0.0391473457245788,0.000907134969466415,"ExM","Maturing excit. (ExM)"
"NDUFV3",0.162605276593734,0.584044948487051,0.147356186407645,3.96349120267915,0.00355711409331666,0.752728865508156,9.3862376227676e-05,0.00870430390421973,7.38615866546061e-05,"ExM","Maturing excit. (ExM)"
"NDUFB6",0.218116248848515,-0.561959049854696,0.189630132428025,-2.96344806945695,0.000294089709749312,0.573242049144503,0.00014022585424058,0.0819991760503684,0.00304213387838055,"ExM","Maturing excit. (ExM)"
"UBQLN1",0.191405436521373,-0.557923137350291,0.172707193400797,-3.23045685801596,0.0088360117358489,0.776998150727877,0.000115882947568366,0.0467515541556766,0.00123592555046012,"ExM","Maturing excit. (ExM)"
"TMEM25",0.0692438378743184,0.549756809237564,0.152806020638376,3.59774311863401,0.439364441992481,0.882774722806014,4.19676825575612e-05,0.0213807524446002,0.00032099040876358,"ExM","Maturing excit. (ExM)"
"NINL",0.191889238317924,0.54789554292849,0.189289778245819,2.89448034651386,0.00867383296202537,0.763241814069127,5.53713413736189e-05,0.0963913719662572,0.00379786683762779,"ExM","Maturing excit. (ExM)"
"RAD23B",0.179492742447796,-0.547184512989506,0.155586101801214,-3.51692411246747,5.8058233644948e-05,0.984623660096985,0.00017788820456577,0.026228956318082,0.000436578581012462,"ExM","Maturing excit. (ExM)"
"ZNF518A",0.115364753731708,0.541637960194976,0.150366577485321,3.60211670208328,0.253666316036867,0.573377286014529,9.6495848792009e-05,0.0213807524446002,0.000315636598732693,"ExM","Maturing excit. (ExM)"
"MITD1",0,0.541509856319211,0.166762416811748,3.24719362235258,0.629703147180444,0.685145495884474,4.32009637297526e-05,0.0450078283555659,0.00116549071414642,"ExM","Maturing excit. (ExM)"
"ADGRL1",0.169536483672554,0.513811013031366,0.168091569301235,3.05673279848184,0.00211870842507476,0.519870178727344,3.09985934720976e-05,0.0685611813419908,0.00223763646677516,"ExM","Maturing excit. (ExM)"
"ZNF337",0.184961553634073,0.513128497920489,0.171310579720424,2.99531119886412,0.00755477136489548,0.864915384886566,9.10187195175792e-05,0.0800039492569211,0.00274164969712034,"ExM","Maturing excit. (ExM)"
"MICAL1",0.211223974605486,0.510503331865797,0.162323514566362,3.14497460968348,5.01872405999307e-11,0.701246092662672,7.33551160689811e-05,0.0557105211965744,0.00166101245035003,"ExM","Maturing excit. (ExM)"
"ALKBH7",0.221740460746674,-0.508741190408619,0.177166374137924,-2.87154485654577,5.14638519948185e-14,0.847422410397511,7.72902597436606e-05,0.0988078743904022,0.00408470806220023,"ExM","Maturing excit. (ExM)"
"UFC1",0.185690970228096,-0.506572563638048,0.154412534982455,-3.28064404677772,0.000776124307031992,0.621966414826415,6.35668631228216e-05,0.0423119455649325,0.00103570362838444,"ExM","Maturing excit. (ExM)"
"SETDB1",0.00167135459280226,0.50618987777744,0.096307528039111,5.25597414951688,0.252434864219943,0.645306431738655,2.60604642119289e-05,9.02304939427736e-05,1.47242973144213e-07,"ExM","Maturing excit. (ExM)"
"POLR1A",0.0734769240603576,0.504798184761051,0.132242174846543,3.81722536964345,0.463094564874449,0.629541199288594,1.39756032318082e-05,0.0134347340605635,0.000134960881136101,"ExM","Maturing excit. (ExM)"
"SNRPF",0.170795648760907,-0.500311702680982,0.155691679212197,-3.21347746528633,0.0142542823363371,0.754910141375869,0.000209789590698736,0.048451691470792,0.00131138088103403,"ExM","Maturing excit. (ExM)"
"MDH2",0.116141220548879,-0.497909672739802,0.12876139040411,-3.86691749116053,0.109000788725426,0.657042786972765,0.000115375087353734,0.0116452811715023,0.000110219697772052,"ExM","Maturing excit. (ExM)"
"NSUN6",0.169475682979394,0.487411723654724,0.155082919313196,3.14291042374808,0.00771955578651854,0.856360757702107,9.32734437591101e-05,0.0557105211965744,0.0016727702186961,"ExM","Maturing excit. (ExM)"
"CLIP3",0.176056537555804,-0.4867546264865,0.133520697974819,-3.64553686334308,2.00307016463627e-16,0.879095869281509,7.22450095077024e-05,0.0201177047644514,0.00026683415988561,"ExM","Maturing excit. (ExM)"
"C2orf68",0.00161738431873873,0.485561497893387,0.130450140779005,3.72219987647214,0.537291568182711,0.626661010485674,4.22666968639951e-05,0.0168089837111489,0.000197494586684517,"ExM","Maturing excit. (ExM)"
"TMEM35A",0.19697400000838,-0.484909790461552,0.162830209978607,-2.97800875233938,7.28417840074374e-05,0.676838187956193,0.000162991687951133,0.0816601172111836,0.00290127699701477,"ExM","Maturing excit. (ExM)"
"ERH",0.0570973594091174,-0.482568214301373,0.0926343284145643,-5.2093885988113,0.323740278599588,0.506762767579903,0.000245844498090107,9.67529104037727e-05,1.89463923767179e-07,"ExM","Maturing excit. (ExM)"
"U2SURP",0.0692137947857753,0.482110579457286,0.102699719750504,4.69437093527144,0.204733491620646,0.709519967047328,0.000440512780059048,0.000744909622192786,2.67428389168428e-06,"ExM","Maturing excit. (ExM)"
"PRPF3",0,0.47545605123054,0.117813969209167,4.03565090304711,0.588205912921781,0.582188141006778,6.03229249518683e-05,0.00758355716470942,5.44511284672347e-05,"ExM","Maturing excit. (ExM)"
"IFT172",0,0.471939889498591,0.125188282733451,3.76984074862212,0.377808606170837,0.642863475897768,1.05905495081541e-05,0.0151669621079469,0.000163351745940681,"ExM","Maturing excit. (ExM)"
"GUF1",0.00231562696838512,0.468272705259448,0.156031819318528,3.00113596896223,0.140066939333281,0.630181443707605,5.25542719642163e-05,0.0792440056875075,0.00268974431837493,"ExM","Maturing excit. (ExM)"
"GPD2",0.146130358361497,-0.467933628807982,0.139774444512219,-3.34777670153484,0.0243106831973422,0.526987764902809,2.57799307968207e-05,0.0372539504834625,0.000814626201825061,"ExM","Maturing excit. (ExM)"
"GPM6A",0.104997724916242,-0.463880532243218,0.0765537802868985,-6.05953788963453,4.16261723230831e-39,1,0.00230973919230923,2.0913817526625e-06,1.36513169233844e-09,"ExM","Maturing excit. (ExM)"
"KIAA1109",0.0834592480402116,0.457521169407676,0.114827193783363,3.98443220924524,0.198202171571664,0.526550285199865,0.000211139527370785,0.00863558563422058,6.76416629312317e-05,"ExM","Maturing excit. (ExM)"
"MPC2",0,-0.43999902081268,0.110868701552928,-3.96864953453639,0.639691050309079,0.752462904839562,6.89282146617904e-05,0.00870430390421973,7.22810942986128e-05,"ExM","Maturing excit. (ExM)"
"HIP1R",0.13657197356806,0.439716990669591,0.117210347577521,3.75152023483906,0.000895049189298544,0.628517682817557,5.08324393457027e-05,0.0158395790946499,0.000175765564366219,"ExM","Maturing excit. (ExM)"
"GART",0.131763325288019,0.438206564405775,0.128571196007612,3.40827944370861,0.0435204097386265,0.861718678217438,7.96041975068078e-05,0.0329362491362349,0.000653739095085208,"ExM","Maturing excit. (ExM)"
"TRMT13",0,0.438020991900896,0.13703432490904,3.19643266160973,0.871074197417129,0.787198181558574,9.37987392369961e-05,0.0502450408177104,0.00139138299562823,"ExM","Maturing excit. (ExM)"
"TERF2IP",0.199473863642271,-0.435712926885888,0.152182918890586,-2.86308693552625,8.37352409264789e-16,0.783288901851267,0.000845434983848026,0.0999922515346852,0.00419535436233564,"ExM","Maturing excit. (ExM)"
"GMIP",0.0855627543304446,0.431620541172251,0.113528550526191,3.80186780480981,0.170466175774558,0.50023377840201,8.00428661504561e-06,0.0137505952575362,0.000143609349948159,"ExM","Maturing excit. (ExM)"
"CSE1L",0.00129575554458449,-0.430675994401927,0.107110261782109,-4.02086585576681,0.219093392839744,0.525540444634342,4.49547804072185e-05,0.00772455966692637,5.79846189096953e-05,"ExM","Maturing excit. (ExM)"
"UNK",0.0463643843617433,0.423327846951863,0.117330694624767,3.60798892656096,0.661163160074389,0.52713029568483,3.87926418650695e-05,0.0213807524446002,0.000308579656934231,"ExM","Maturing excit. (ExM)"
"SHPRH",0.128295152987718,0.415978052275516,0.123656990001334,3.36396715034896,0.0173320256595871,0.801074445144132,0.000163384517764481,0.0356680646192057,0.000768306874956782,"ExM","Maturing excit. (ExM)"
"HLTF",0.0598688012911919,0.410556436332319,0.104629237620617,3.92391692483688,0.356523589935515,0.753100076697296,0.000197774954894415,0.00988659616273081,8.71207886402519e-05,"ExM","Maturing excit. (ExM)"
"TMSB15A",0.182386168144554,-0.41033661077973,0.142939011821065,-2.87071112044206,1.15145605185113e-09,0.555166953157954,0.000369428804555562,0.0988078743904022,0.00409549609907999,"ExM","Maturing excit. (ExM)"
"APEX1",0.111115881763382,-0.401736630077865,0.0970670924088976,-4.13875207455004,0.000854821343858117,0.536962813748389,0.000260737009744192,0.00594416097890946,3.49200057507736e-05,"ExM","Maturing excit. (ExM)"
"TMEFF2",0.339009240004897,-1.63028987982214,0.409649369669248,-3.97972022058386,3.373772858345e-05,1,0.0001540425328773,0.00758960620995588,6.8996420090508e-05,"ExM-U","Maturing upper layer excit. (ExM-U)"
"GRK5",0,-1.38696946479724,0.0844436525992851,-16.4247924160611,0.701842440659486,0.580185562092402,3.24025569472316e-05,3.77540713939668e-57,1.27118085501572e-60,"ExM-U","Maturing upper layer excit. (ExM-U)"
"PCNT",0.259339862511094,1.15278942212649,0.272325231513612,4.23313482823154,3.4408482541448e-11,0.668892011321403,0.000172037468028495,0.00326226868191295,2.30456247174928e-05,"ExM-U","Maturing upper layer excit. (ExM-U)"
"PAXBP1",0.305636698727326,1.08995364828521,0.238075862104275,4.57817789107834,3.9416188534308e-28,0.564033085474537,0.000163811946568678,0.00107158453417525,4.69043735497584e-06,"ExM-U","Maturing upper layer excit. (ExM-U)"
"PCDHGB6",0,1.00522910211023,0.0959232248147079,10.479517385409,0.655968160983103,0.70279903160179,1.72914559811518e-05,1.59325413901998e-22,1.07289841011447e-25,"ExM-U","Maturing upper layer excit. (ExM-U)"
"TCEAL5",0,0.994931762037076,0.234256156415123,4.24719579311277,0.786833914551976,0.590720369707105,0.00015504798187031,0.00326226868191295,2.1646278175114e-05,"ExM-U","Maturing upper layer excit. (ExM-U)"
"YME1L1",0,-0.85956020782054,0.110449150972592,-7.7824066572847,0.425097922656452,0.588877058356112,0.000131205011266147,4.22676758332437e-12,7.11577034229692e-15,"ExM-U","Maturing upper layer excit. (ExM-U)"
"UBE2G2",0.112315169472021,0.772752281192228,0.113528443986588,6.80668433439921,0.0526534236095944,0.522090329544121,8.81206263553102e-05,4.23750007540814e-09,9.98737391510337e-12,"ExM-U","Maturing upper layer excit. (ExM-U)"
"ARPP21",0.301956544632895,0.654686013075257,0.215428895607117,3.03898885630098,4.58370596717888e-117,1,0.00130299945788638,0.0992957316955511,0.00237373634693068,"ExM-U","Maturing upper layer excit. (ExM-U)"
"VPS51",0.000999537619114605,-0.637741519187165,0.0868964703526569,-7.33909578374107,0.0849363703984176,0.944388934088736,4.29562700436204e-05,1.06445631922656e-10,2.15041680651829e-13,"ExM-U","Maturing upper layer excit. (ExM-U)"
"PLXNB1",0.195996313366586,0.622863560524308,0.196252991711166,3.17377867768255,0.0127526641880584,0.62053294897516,1.53523248869113e-05,0.0709196230875971,0.00150468378406178,"ExM-U","Maturing upper layer excit. (ExM-U)"
"NDUFV3",0.137887259407687,0.616224287380908,0.135388985313053,4.55150975506644,0.00153571582744399,0.602065724782736,7.50752656937046e-05,0.00110885761159979,5.32623277605741e-06,"ExM-U","Maturing upper layer excit. (ExM-U)"
"GIGYF1",0.188934081069975,0.615856318768119,0.158589079375933,3.88334632618834,3.4618839490304e-09,0.589698384694319,1.96051865281999e-05,0.0098708100364657,0.000103028656946275,"ExM-U","Maturing upper layer excit. (ExM-U)"
"CTDNEP1",0.203026446746875,-0.594870924179971,0.167364428688473,-3.55434502326206,3.97831181214169e-10,0.765799442146285,2.8318757511395e-05,0.025008836076624,0.000378921758736727,"ExM-U","Maturing upper layer excit. (ExM-U)"
"DDX56",0.160552683852163,0.562424608377145,0.142419049800608,3.94908271867113,0.00328961521596444,0.628473788769083,3.83009106389113e-05,0.00803448911443816,7.84512405113491e-05,"ExM-U","Maturing upper layer excit. (ExM-U)"
