"gene","tau","log_fc_est","sd_est","Z_est","p_cross","ct_prop","expr","q_val","p","cell_type","cell_type_long"
"TCAIM",0.0882177977870916,0.584453365807817,0.177608358626116,3.29068614973326,0.19621061730164,0.503665428613887,2.43488864402902e-05,0.0289655641377261,0.000999433515476405,"ExDp1","Maturing deep layer excit. (ExDp1)"
"BZW1",0.191637902168369,-0.580988708619688,0.211462757833108,-2.74747532176904,0.00964429815013165,0.997339927274753,0.000239910041586697,0.0995877540735949,0.00600560282570016,"ExDp1","Maturing deep layer excit. (ExDp1)"
"IRF2BP2",0.262882090461118,-0.576881692941557,0.19704863013409,-2.92761077582216,4.23073728794084e-18,0.587988813508278,0.000105715926895896,0.0695477439854346,0.00341577356223148,"ExDp1","Maturing deep layer excit. (ExDp1)"
"PLPPR3",0.249083947421982,-0.574671747091889,0.186327986867574,-3.08419447208603,2.36808838310797e-37,0.847615681010276,2.26447271981684e-05,0.0479272253716322,0.00204104130429394,"ExDp1","Maturing deep layer excit. (ExDp1)"
"IDS",0.235452470029303,-0.566863877982855,0.179337858186821,-3.1608712388677,1.22210134093372e-23,0.790131586650913,0.000189835695470089,0.0398447021979261,0.0015729801613729,"ExDp1","Maturing deep layer excit. (ExDp1)"
"TTC17",0.0873768296081495,0.562887426091175,0.109963289167505,5.1188667631953,0.0749839336381565,0.712635383273227,9.86196282018688e-05,3.95532733141965e-05,3.07377007415267e-07,"ExDp1","Maturing deep layer excit. (ExDp1)"
"CNIH1",0.261736626427378,-0.56082155642224,0.19907223116726,-2.81717622359414,6.31605530131483e-17,0.634217848176554,6.57355790087693e-05,0.0870709538614313,0.0048447935160697,"ExDp1","Maturing deep layer excit. (ExDp1)"
"METTL9",0.153882581785553,-0.556650969503142,0.119651169805276,-4.65228188248432,4.88235573170611e-12,0.590667234965712,0.00015358692731277,0.000310612611960038,3.28281902599978e-06,"ExDp1","Maturing deep layer excit. (ExDp1)"
"C11orf74",0.17801791535372,0.541894064719247,0.182768739739308,2.96491656884092,0.000144967738009428,0.610695556165279,5.12352905769159e-05,0.0653687982007479,0.00302765027414095,"ExDp1","Maturing deep layer excit. (ExDp1)"
"SMDT1",0.146618631393661,-0.540746406558658,0.129648429903127,-4.17086737542986,3.5440799477108e-06,0.65401259632248,0.000103241471867413,0.00180773020398318,3.03442433991581e-05,"ExDp1","Maturing deep layer excit. (ExDp1)"
"CLIP3",0.214131293624318,-0.536972767564054,0.157850411639657,-3.401782497659,8.09765587809669e-24,0.868114007874117,7.13425087572009e-05,0.0221256503209234,0.000669478962685602,"ExDp1","Maturing deep layer excit. (ExDp1)"
"NME1",0.182719561266363,-0.535487759743283,0.182820022319481,-2.92904329049642,0.0290088833506394,0.592317064823813,0.000138337321931265,0.0695477439854346,0.00340007064696556,"ExDp1","Maturing deep layer excit. (ExDp1)"
"RAB6B",0.258246584357816,-0.531059971359858,0.189090871194064,-2.8084907960196,2.53278922890815e-28,0.625559014671413,7.62694269848604e-05,0.0879801867230652,0.00497743052023558,"ExDp1","Maturing deep layer excit. (ExDp1)"
"TSPYL1",0.221932059821765,-0.530183539628193,0.167053806192477,-3.17372918170642,4.84069383352758e-10,0.857189163522358,6.60452514700789e-05,0.0390434935394488,0.00150494037889078,"ExDp1","Maturing deep layer excit. (ExDp1)"
"ANKMY2",0,0.513563291965745,0.151685016560643,3.38572196259361,0.998210109009485,1,0.000111457787734775,0.0227639171506722,0.000709912714813441,"ExDp1","Maturing deep layer excit. (ExDp1)"
"C4orf48",0.135672542051974,-0.510861026839579,0.118556672192073,-4.3090027528095,0.00105736401077204,0.588540616778998,0.000217132966751901,0.00117113701395229,1.63992327300045e-05,"ExDp1","Maturing deep layer excit. (ExDp1)"
"KCNMB4",0.135881496740574,-0.510851608600922,0.112063863360816,-4.55857573780153,9.28441201304494e-05,1,5.6223377473607e-05,0.000447786332485634,5.15016919551398e-06,"ExDp1","Maturing deep layer excit. (ExDp1)"
"CFAP97",0.0299765892165276,-0.50493278405859,0.0724742432836837,-6.96706527975942,0.173742133948115,0.952796814843935,0.000191481963965959,1.48726750827996e-09,3.23620533352804e-12,"ExDp1","Maturing deep layer excit. (ExDp1)"
"COPS8",0.17294350686062,-0.502540280246999,0.167378196325615,-3.00242379998745,0.00618320145543906,0.790722569521789,7.87060934484705e-05,0.0590163095565361,0.00267839017570851,"ExDp1","Maturing deep layer excit. (ExDp1)"
"PGD",0.172248125516354,-0.501938575530834,0.133987396028502,-3.74616262729712,1.95944248528925e-14,0.654542678635646,8.68545916263897e-05,0.00760059467741593,0.000179560209973146,"ExDp1","Maturing deep layer excit. (ExDp1)"
"SPPL3",0.000982295560120942,-0.500438057170346,0.0612861399386828,-8.16559923126236,0.349910001031439,0.526253112478308,3.48353808753844e-05,3.21454341924521e-13,3.19843490721555e-16,"ExDp1","Maturing deep layer excit. (ExDp1)"
"CACNB1",0.160622227308478,0.497497818494934,0.124357952331896,4.00053079972861,2.57341805267986e-06,0.565576958467651,1.0334654333716e-05,0.00338860337458886,6.32005602969636e-05,"ExDp1","Maturing deep layer excit. (ExDp1)"
"PMM1",0,-0.4956744592149,0.0686123301859156,-7.22427671340988,0.99522647979399,0.507150946398758,3.04279318164e-05,2.70107820402018e-10,5.03775854029254e-13,"ExDp1","Maturing deep layer excit. (ExDp1)"
"SNAP29",0,0.495202088421196,0.145130603319149,3.41211348327562,0.417973802494842,0.5235725667415,3.40607780530461e-05,0.0216012405730634,0.00064461271215856,"ExDp1","Maturing deep layer excit. (ExDp1)"
"ZNF160",0.0435642367286011,0.494047676330692,0.0765413364128642,6.45465181932279,0.248512738529383,0.555150807886881,3.96998442981563e-05,3.87712808059765e-08,1.0846799106428e-10,"ExDp1","Maturing deep layer excit. (ExDp1)"
"NDUFAF5",0.0905909125292556,-0.478085009395881,0.110079642978109,-4.34308284857861,0.0601333462556745,0.8225805826867,3.62546223764138e-05,0.00107614103558447,1.40497119970618e-05,"ExDp1","Maturing deep layer excit. (ExDp1)"
"PPME1",0.0988067295881165,-0.476246118106769,0.10234905057337,-4.65315618893178,0.0437183551373024,0.730925304925546,0.00010848622555177,0.000310612611960038,3.26892445328173e-06,"ExDp1","Maturing deep layer excit. (ExDp1)"
